iter	Passed	Remaining
0	167	49965
1	201	30053
2	236	23456
3	267	19799
4	300	17713
5	329	16162
6	363	15204
7	396	14470
8	430	13935
9	464	13469
10	499	13120
11	533	12815
12	562	12420
13	594	12145
14	626	11903
15	656	11658
16	688	11467
17	721	11297
18	754	11156
19	788	11032
20	821	10913
21	853	10787
22	888	10695
23	919	10575
24	951	10463
25	985	10381
26	1019	10303
27	1048	10182
28	1079	10090
29	1109	9986
30	1141	9905
31	1175	9845
32	1208	9776
33	1242	9717
34	1276	9664
35	1306	9583
36	1338	9516
37	1368	9433
38	1400	9373
39	1433	9315
40	1466	9265
41	1499	9212
42	1532	9156
43	1561	9087
44	1594	9033
45	1623	8963
46	1656	8918
47	1690	8875
48	1721	8818
49	1752	8760
50	1782	8702
51	1816	8661
52	1848	8616
53	1879	8563
54	1914	8526
55	1947	8487
56	1979	8437
57	2012	8397
58	2041	8340
59	2072	8288
60	2103	8239
61	2134	8194
62	2166	8151
63	2196	8099
64	2227	8054
65	2259	8011
66	2293	7974
67	2323	7926
68	2354	7883
69	2384	7835
70	2417	7796
71	2449	7756
72	2480	7712
73	2513	7677
74	2546	7638
75	2575	7591
76	2606	7548
77	2638	7510
78	2673	7478
79	2706	7441
80	2737	7400
81	2766	7355
82	2800	7321
83	2834	7288
84	2867	7252
85	2899	7215
86	2930	7174
87	2961	7135
88	2993	7097
89	3025	7059
90	3054	7014
91	3086	6978
92	3119	6944
93	3149	6903
94	3184	6871
95	3216	6835
96	3246	6793
97	3276	6754
98	3308	6718
99	3338	6677
100	3368	6637
101	3398	6597
102	3432	6564
103	3461	6524
104	3493	6488
105	3523	6448
106	3557	6416
107	3587	6377
108	3617	6339
109	3648	6301
110	3680	6266
111	3709	6227
112	3740	6190
113	3771	6154
114	3802	6117
115	3831	6077
116	3863	6042
117	3894	6007
118	3926	5971
119	3957	5935
120	3989	5901
121	4019	5864
122	4049	5827
123	4082	5794
124	4113	5758
125	4145	5724
126	4176	5689
127	4208	5655
128	4241	5621
129	4269	5583
130	4302	5550
131	4332	5513
132	4361	5476
133	4393	5442
134	4423	5406
135	4454	5372
136	4487	5339
137	4517	5303
138	4549	5269
139	4580	5234
140	4611	5200
141	4642	5165
142	4674	5131
143	4704	5097
144	4737	5063
145	4767	5029
146	4800	4995
147	4830	4961
148	4863	4928
149	4893	4893
150	4924	4859
151	4952	4822
152	4985	4790
153	5018	4757
154	5049	4723
155	5079	4688
156	5111	4655
157	5141	4620
158	5172	4587
159	5203	4553
160	5234	4519
161	5264	4484
162	5296	4451
163	5328	4418
164	5358	4384
165	5389	4350
166	5421	4317
167	5452	4284
168	5483	4250
169	5512	4215
170	5543	4181
171	5576	4149
172	5604	4114
173	5636	4081
174	5665	4046
175	5697	4013
176	5727	3979
177	5757	3946
178	5789	3913
179	5820	3880
180	5852	3848
181	5882	3813
182	5914	3781
183	5945	3748
184	5974	3714
185	6004	3680
186	6036	3647
187	6066	3614
188	6098	3581
189	6130	3549
190	6164	3517
191	6197	3485
192	6229	3453
193	6259	3420
194	6292	3388
195	6324	3356
196	6357	3324
197	6391	3292
198	6423	3260
199	6454	3227
200	6485	3194
201	6516	3161
202	6547	3128
203	6578	3095
204	6611	3063
205	6639	3029
206	6672	2997
207	6706	2966
208	6736	2932
209	6768	2900
210	6800	2868
211	6833	2836
212	6866	2804
213	6897	2771
214	6925	2737
215	6955	2704
216	6987	2672
217	7019	2640
218	7051	2608
219	7084	2576
220	7114	2543
221	7145	2510
222	7174	2477
223	7206	2445
224	7239	2413
225	7269	2380
226	7299	2347
227	7332	2315
228	7362	2282
229	7393	2250
230	7426	2218
231	7455	2185
232	7487	2153
233	7519	2120
234	7548	2087
235	7579	2055
236	7612	2023
237	7641	1990
238	7675	1958
239	7703	1925
240	7735	1893
241	7764	1860
242	7793	1828
243	7824	1795
244	7853	1762
245	7884	1730
246	7916	1698
247	7949	1666
248	7979	1634
249	8009	1601
250	8039	1569
251	8071	1537
252	8102	1505
253	8133	1473
254	8166	1441
255	8199	1409
256	8231	1377
257	8263	1345
258	8293	1312
259	8326	1281
260	8358	1248
261	8391	1217
262	8424	1185
263	8454	1152
264	8487	1120
265	8515	1088
266	8548	1056
267	8580	1024
268	8613	992
269	8646	960
270	8678	928
271	8710	896
272	8743	864
273	8772	832
274	8803	800
275	8833	768
276	8864	736
277	8898	704
278	8928	672
279	8960	640
280	8992	608
281	9023	575
282	9052	543
283	9083	511
284	9115	479
285	9146	447
286	9177	415
287	9208	383
288	9240	351
289	9271	319
290	9301	287
291	9331	255
292	9360	223
293	9392	191
294	9423	159
295	9455	127
296	9484	95
297	9514	63
298	9546	31
299	9578	0
