iter	MAE
0	8.460734867
1	8.341436875
2	8.226112208
3	8.114238419
4	8.004764652
5	7.901649047
6	7.802432992
7	7.705475253
8	7.612306038
9	7.521635511
10	7.434645568
11	7.350217294
12	7.268185548
13	7.191211424
14	7.115938041
15	7.044397993
16	6.974000892
17	6.906586004
18	6.842072404
19	6.779412171
20	6.717934253
21	6.659895313
22	6.602164485
23	6.547491774
24	6.494268153
25	6.443080901
26	6.392498319
27	6.344811884
28	6.299104937
29	6.254929616
30	6.210956298
31	6.171295375
32	6.130124949
33	6.090300397
34	6.052424709
35	6.015841004
36	5.980644643
37	5.94698716
38	5.914688704
39	5.88187334
40	5.851537122
41	5.822877347
42	5.794443212
43	5.765539459
44	5.740568487
45	5.713708586
46	5.687717042
47	5.665457149
48	5.642236051
49	5.620079885
50	5.599143712
51	5.579325408
52	5.560105915
53	5.540667695
54	5.522183978
55	5.50464612
56	5.487471981
57	5.471501362
58	5.456101375
59	5.441193379
60	5.427767453
61	5.414328716
62	5.40170032
63	5.389448085
64	5.37796599
65	5.366626627
66	5.355649805
67	5.3445321
68	5.334379367
69	5.324599323
70	5.315117355
71	5.306665538
72	5.297917037
73	5.289728491
74	5.28155335
75	5.273497003
76	5.265989927
77	5.25852472
78	5.251434194
79	5.244421184
80	5.237435359
81	5.231246804
82	5.224933989
83	5.218544347
84	5.212346986
85	5.206419701
86	5.200910017
87	5.195792786
88	5.191125783
89	5.186464009
90	5.18173184
91	5.177518637
92	5.173124618
93	5.168865298
94	5.165283311
95	5.161407708
96	5.158063026
97	5.15466898
98	5.151138395
99	5.147740606
100	5.144436725
101	5.141109093
102	5.138172465
103	5.135275131
104	5.132339606
105	5.130014954
106	5.127958837
107	5.125760121
108	5.123706191
109	5.121617195
110	5.119699621
111	5.117765346
112	5.115993166
113	5.113710807
114	5.111857051
115	5.109737596
116	5.10808185
117	5.106226683
118	5.104505177
119	5.102881326
120	5.101350193
121	5.099636137
122	5.097913227
123	5.095995884
124	5.094569915
125	5.093209172
126	5.091638161
127	5.090519876
128	5.089199927
129	5.088008175
130	5.086725164
131	5.085463336
132	5.084202567
133	5.082815796
134	5.081754714
135	5.080589533
136	5.079435821
137	5.078318621
138	5.077213137
139	5.076176386
140	5.075140537
141	5.074293091
142	5.073371257
143	5.072522966
144	5.071559189
145	5.070669486
146	5.06980959
147	5.068899731
148	5.068189493
149	5.067413876
150	5.066542112
151	5.06570383
152	5.065099139
153	5.064408721
154	5.063756623
155	5.063126954
156	5.062365474
157	5.061773433
158	5.061200548
159	5.060660823
160	5.059971447
161	5.059425939
162	5.058796892
163	5.05815261
164	5.057600068
165	5.056993357
166	5.05658159
167	5.056114797
168	5.055599103
169	5.054945155
170	5.054504825
171	5.054062154
172	5.05363725
173	5.053185984
174	5.052843579
175	5.052345515
176	5.051895483
177	5.051437309
178	5.050650224
179	5.050380249
180	5.050081334
181	5.04967599
182	5.049352011
183	5.048938845
184	5.048627115
185	5.048091131
186	5.047672459
187	5.047236905
188	5.04696281
189	5.046684648
190	5.046253453
191	5.045923768
192	5.045540029
193	5.045177918
194	5.04470664
195	5.04441754
196	5.0442075
197	5.04396184
198	5.043706865
199	5.043408372
200	5.043221175
201	5.04296175
202	5.042768974
203	5.042481686
204	5.042321701
205	5.042022702
206	5.041733181
207	5.041419304
208	5.041233115
209	5.041013821
210	5.04057289
211	5.040403627
212	5.040257882
213	5.039930601
214	5.039737826
215	5.039384776
216	5.039005379
217	5.038880403
218	5.038766524
219	5.038471311
220	5.038246765
221	5.038059498
222	5.037744901
223	5.037597613
224	5.03737958
225	5.037157668
226	5.036857327
227	5.036688591
228	5.036429119
229	5.036142021
230	5.036036068
231	5.035905702
232	5.035744257
233	5.035601163
234	5.035483548
235	5.035326724
236	5.035190988
237	5.034940643
238	5.03465691
239	5.034272722
240	5.034115281
241	5.033929023
242	5.033812623
243	5.033683514
244	5.033573418
245	5.033495452
246	5.033444832
247	5.033336023
248	5.033240931
249	5.033144747
250	5.03294606
251	5.032874045
252	5.0327728
253	5.032705003
254	5.032587061
255	5.03248511
256	5.032417951
257	5.032371603
258	5.032241185
259	5.032112847
260	5.03191682
261	5.031800157
262	5.03172531
263	5.031532222
264	5.031485427
265	5.031398142
266	5.031355372
267	5.031245031
268	5.031156521
269	5.031083876
270	5.031010615
271	5.030930122
272	5.030843858
273	5.030726132
274	5.030605736
275	5.030541362
276	5.030464487
277	5.030251612
278	5.030176729
279	5.030139002
280	5.030016388
281	5.029813465
282	5.0297077
283	5.029678259
284	5.029595846
285	5.02947789
286	5.029363782
287	5.029292648
288	5.029257341
289	5.02923811
290	5.02917226
291	5.029078347
292	5.028961703
293	5.028911082
294	5.028837301
295	5.02877201
296	5.02866919
297	5.028584331
298	5.028453236
299	5.028420921
