iter	MAE
0	8.368184658
1	8.14540228
2	7.923889434
3	7.709405716
4	7.50052034
5	7.299764915
6	7.108155112
7	6.917049646
8	6.733639014
9	6.560833964
10	6.388602313
11	6.221626004
12	6.062045791
13	5.908337637
14	5.757937391
15	5.612475943
16	5.470620673
17	5.336095573
18	5.204294549
19	5.076869325
20	4.956129921
21	4.837541994
22	4.72284131
23	4.612128298
24	4.505071424
25	4.401393176
26	4.299544605
27	4.202417675
28	4.111776207
29	4.02336324
30	3.935778787
31	3.850815726
32	3.771550792
33	3.692826847
34	3.61602644
35	3.542946753
36	3.473212623
37	3.403822615
38	3.336763118
39	3.2737391
40	3.211213708
41	3.150724131
42	3.093560305
43	3.037569268
44	2.985528198
45	2.933702339
46	2.885194548
47	2.837184479
48	2.790167643
49	2.745865234
50	2.702229304
51	2.661451082
52	2.623293533
53	2.58331125
54	2.545175258
55	2.508575528
56	2.47385669
57	2.439012232
58	2.406310125
59	2.374791578
60	2.345417892
61	2.316108103
62	2.288006136
63	2.260336482
64	2.234276957
65	2.209946216
66	2.187090383
67	2.163907583
68	2.142621566
69	2.122363278
70	2.102636275
71	2.083780855
72	2.065457466
73	2.048045911
74	2.0305604
75	2.014719019
76	1.999541376
77	1.984506136
78	1.971079185
79	1.956860221
80	1.943720049
81	1.931364426
82	1.919166046
83	1.907910808
84	1.896800938
85	1.886227819
86	1.875813381
87	1.865898908
88	1.856332588
89	1.847111481
90	1.838210636
91	1.829986485
92	1.821425595
93	1.813081225
94	1.80518992
95	1.797629033
96	1.790137989
97	1.782852984
98	1.776415415
99	1.769270821
100	1.762995407
101	1.757231877
102	1.751155407
103	1.745824415
104	1.740644795
105	1.735933785
106	1.731289114
107	1.726251405
108	1.721589187
109	1.71710624
110	1.71338691
111	1.709448696
112	1.705775766
113	1.701507936
114	1.697541143
115	1.693982619
116	1.690570625
117	1.686747146
118	1.683071355
119	1.679798419
120	1.676841407
121	1.673638814
122	1.671068387
123	1.667830123
124	1.665319148
125	1.662276322
126	1.659974172
127	1.657583993
128	1.655268469
129	1.653184375
130	1.651026209
131	1.648820263
132	1.646835368
133	1.644931143
134	1.642968919
135	1.641047198
136	1.63929094
137	1.63742725
138	1.635763086
139	1.634201044
140	1.632554357
141	1.63104426
142	1.629415033
143	1.627937088
144	1.62664655
145	1.625219259
146	1.623687175
147	1.622382351
148	1.621211672
149	1.61988748
150	1.618737578
151	1.617475412
152	1.61643172
153	1.615241917
154	1.614115817
155	1.612845558
156	1.611834978
157	1.610953539
158	1.60990664
159	1.609040328
160	1.608048236
161	1.607270471
162	1.606362792
163	1.605502576
164	1.604655465
165	1.603856586
166	1.603014418
167	1.602304583
168	1.601521
169	1.60081752
170	1.600111683
171	1.599432814
172	1.598662471
173	1.598069749
174	1.597317244
175	1.596540366
176	1.595733465
177	1.59515256
178	1.594405078
179	1.593788188
180	1.593220087
181	1.592511322
182	1.591997474
183	1.591405403
184	1.590838642
185	1.590368711
186	1.589895367
187	1.589394787
188	1.588906075
189	1.588547636
190	1.588130877
191	1.587782849
192	1.587381605
193	1.586907957
194	1.586492336
195	1.586166911
196	1.585837969
197	1.5853872
198	1.585077703
199	1.584712083
200	1.584371434
201	1.58407163
202	1.583733316
203	1.583437127
204	1.583156863
205	1.582884579
206	1.582552483
207	1.582316032
208	1.582030864
209	1.581796409
210	1.581483658
211	1.581159158
212	1.580943479
213	1.580734561
214	1.580584914
215	1.580293066
216	1.580120377
217	1.579894319
218	1.579699247
219	1.579437535
220	1.579166041
221	1.578951968
222	1.578801559
223	1.578595177
224	1.57832019
225	1.57808578
226	1.577919691
227	1.577738774
228	1.577582851
229	1.577383663
230	1.577193751
231	1.577071954
232	1.576950152
233	1.576807647
234	1.576640845
235	1.576521815
236	1.576350465
237	1.576157268
238	1.576026979
239	1.575754605
240	1.575593039
241	1.575410801
242	1.575281007
243	1.575158516
244	1.574945694
245	1.574638709
246	1.574521166
247	1.574359192
248	1.574040559
249	1.573855765
250	1.573739655
251	1.573537659
252	1.573318123
253	1.573204919
254	1.573092252
255	1.572893658
256	1.572743613
257	1.572652597
258	1.572507526
259	1.572332273
260	1.57219687
261	1.572076656
262	1.571908789
263	1.571825758
264	1.571724641
265	1.571655694
266	1.571542202
267	1.571435292
268	1.571358743
269	1.571216656
270	1.571007371
271	1.570946158
272	1.570899169
273	1.570786428
274	1.570689563
275	1.570613627
276	1.57053192
277	1.570461518
278	1.570401917
279	1.57028581
280	1.570127996
281	1.570044088
282	1.569917277
283	1.569852415
284	1.569693778
285	1.569624937
286	1.56954076
287	1.569477617
288	1.569393821
289	1.56924763
290	1.569119584
291	1.569078213
292	1.568975697
293	1.568803052
294	1.568752716
295	1.568674164
296	1.568615734
297	1.568476253
298	1.56833214
299	1.568280978
