iter	Passed	Remaining
0	10	2993
1	15	2256
2	20	1985
3	24	1845
4	29	1753
5	34	1697
6	39	1646
7	43	1605
8	48	1574
9	53	1546
10	57	1523
11	62	1502
12	67	1483
13	71	1467
14	76	1457
15	81	1450
16	86	1438
17	91	1426
18	95	1415
19	100	1405
20	105	1395
21	109	1385
22	114	1378
23	119	1369
24	123	1361
25	128	1355
26	133	1350
27	138	1342
28	142	1335
29	147	1330
30	152	1325
31	157	1320
32	162	1313
33	167	1307
34	171	1302
35	176	1296
36	181	1291
37	186	1289
38	192	1287
39	197	1281
40	201	1274
41	206	1267
42	211	1262
43	215	1255
44	220	1249
45	225	1243
46	229	1236
47	234	1231
48	239	1225
49	243	1218
50	248	1212
51	253	1207
52	258	1202
53	262	1197
54	267	1191
55	272	1186
56	277	1181
57	282	1176
58	286	1171
59	291	1165
60	296	1160
61	300	1154
62	305	1149
63	310	1144
64	314	1138
65	319	1133
66	324	1128
67	330	1126
68	335	1121
69	340	1117
70	344	1112
71	349	1106
72	354	1101
73	358	1096
74	363	1090
75	368	1085
76	373	1081
77	378	1078
78	384	1074
79	389	1071
80	394	1066
81	399	1061
82	404	1056
83	408	1051
84	413	1046
85	418	1041
86	423	1037
87	424	1023
88	431	1022
89	436	1018
90	441	1013
91	445	1008
92	450	1003
93	455	997
94	459	992
95	464	987
96	469	982
97	474	977
98	479	972
99	484	968
100	488	963
101	493	958
102	498	953
103	503	948
104	507	943
105	512	938
106	517	932
107	521	927
108	526	922
109	531	917
110	536	912
111	540	907
112	545	903
113	550	898
114	555	893
115	559	888
116	564	883
117	569	878
118	574	874
119	579	869
120	585	866
121	590	861
122	595	856
123	600	851
124	605	847
125	610	842
126	618	842
127	623	837
128	628	832
129	633	828
130	638	823
131	643	818
132	647	813
133	652	808
134	657	803
135	661	798
136	666	792
137	671	787
138	675	782
139	680	777
140	685	772
141	690	767
142	694	762
143	699	757
144	704	752
145	708	747
146	713	742
147	718	737
148	723	732
149	728	728
150	729	720
151	735	715
152	740	711
153	745	706
154	750	702
155	755	697
156	760	692
157	765	687
158	770	682
159	774	677
160	780	673
161	785	669
162	790	664
163	795	659
164	800	654
165	804	649
166	809	644
167	814	639
168	818	634
169	826	632
170	831	627
171	836	622
172	841	617
173	845	612
174	850	607
175	855	602
176	859	597
177	864	592
178	869	587
179	874	583
180	879	578
181	884	573
182	889	568
183	893	563
184	898	558
185	903	553
186	907	548
187	912	543
188	917	539
189	922	534
190	927	529
191	932	524
192	937	519
193	942	514
194	946	509
195	951	504
196	956	500
197	960	495
198	965	490
199	970	485
200	975	480
201	981	476
202	986	471
203	991	466
204	996	461
205	1001	456
206	1005	451
207	1010	446
208	1015	441
209	1019	437
210	1020	430
211	1025	425
212	1030	420
213	1034	415
214	1039	411
215	1044	406
216	1049	401
217	1053	396
218	1058	391
219	1063	386
220	1068	381
221	1074	377
222	1078	372
223	1083	367
224	1088	362
225	1093	358
226	1098	353
227	1102	348
228	1107	343
229	1112	338
230	1117	333
231	1121	328
232	1126	323
233	1131	319
234	1136	314
235	1140	309
236	1145	304
237	1150	299
238	1155	294
239	1159	289
240	1164	285
241	1169	280
242	1175	275
243	1180	270
244	1185	266
245	1189	261
246	1194	256
247	1199	251
248	1204	246
249	1209	241
250	1213	236
251	1218	232
252	1223	227
253	1227	222
254	1232	217
255	1237	212
256	1242	207
257	1247	203
258	1251	198
259	1256	193
260	1261	188
261	1266	183
262	1271	178
263	1276	174
264	1281	169
265	1286	164
266	1291	159
267	1295	154
268	1300	149
269	1305	145
270	1310	140
271	1317	135
272	1322	130
273	1327	125
274	1332	121
275	1337	116
276	1341	111
277	1346	106
278	1351	101
279	1356	96
280	1361	92
281	1366	87
282	1372	82
283	1377	77
284	1382	72
285	1386	67
286	1391	63
287	1396	58
288	1401	53
289	1406	48
290	1411	43
291	1416	38
292	1420	33
293	1428	29
294	1433	24
295	1439	19
296	1444	14
297	1449	9
298	1454	4
299	1459	0
