iter	MAE
0	7.721315339
1	7.608777976
2	7.499444387
3	7.392606897
4	7.282396765
5	7.180409548
6	7.081839865
7	6.990539005
8	6.899887794
9	6.813676349
10	6.729883481
11	6.651317787
12	6.57151077
13	6.493832803
14	6.421564188
15	6.347902581
16	6.277408151
17	6.21290304
18	6.151949071
19	6.087048343
20	6.024640874
21	5.965333042
22	5.908894152
23	5.851579104
24	5.799451251
25	5.749140228
26	5.699945598
27	5.652694043
28	5.606419532
29	5.565336087
30	5.522963916
31	5.481327612
32	5.444931597
33	5.406719375
34	5.373444826
35	5.339989642
36	5.308026727
37	5.277648588
38	5.246970997
39	5.220925055
40	5.192542552
41	5.166457629
42	5.140386186
43	5.117856668
44	5.094973864
45	5.071196323
46	5.049933644
47	5.028880965
48	5.009599037
49	4.99131395
50	4.971237918
51	4.953303988
52	4.937072519
53	4.918872959
54	4.901910613
55	4.885871685
56	4.870846988
57	4.85665486
58	4.843298991
59	4.831642517
60	4.819801215
61	4.80786547
62	4.795504857
63	4.783457969
64	4.77152878
65	4.761729223
66	4.752752865
67	4.743027713
68	4.732668359
69	4.722185473
70	4.712996595
71	4.705114125
72	4.696754441
73	4.690440046
74	4.684756445
75	4.67804883
76	4.671364205
77	4.66386487
78	4.656975485
79	4.65117846
80	4.646598133
81	4.640441106
82	4.63378357
83	4.627562414
84	4.621604271
85	4.617342826
86	4.611576232
87	4.608406273
88	4.60320013
89	4.599375119
90	4.594530938
91	4.590279738
92	4.58598764
93	4.581620515
94	4.577126181
95	4.573644384
96	4.569292215
97	4.565423262
98	4.56270424
99	4.559403897
100	4.55419901
101	4.551406771
102	4.547933
103	4.54231312
104	4.538187122
105	4.535957978
106	4.533348979
107	4.529838171
108	4.525504477
109	4.522189067
110	4.519215415
111	4.516990908
112	4.513214246
113	4.509895566
114	4.507087939
115	4.503660876
116	4.501981399
117	4.498406585
118	4.495629534
119	4.494143277
120	4.490332281
121	4.488132515
122	4.48604563
123	4.483247114
124	4.481038812
125	4.478110197
126	4.474597139
127	4.472818904
128	4.470027618
129	4.468769503
130	4.466036369
131	4.463868147
132	4.462238102
133	4.459943163
134	4.457131356
135	4.455734947
136	4.453220475
137	4.44909461
138	4.447202892
139	4.445652476
140	4.443446682
141	4.440793762
142	4.439129772
143	4.437510415
144	4.434646214
145	4.433427326
146	4.432131986
147	4.428426887
148	4.426791184
149	4.424951291
150	4.424355037
151	4.422451182
152	4.42184847
153	4.41874575
154	4.417382298
155	4.414371123
156	4.411701145
157	4.410001086
158	4.407944586
159	4.404895715
160	4.402331205
161	4.400312696
162	4.398879202
163	4.396159675
164	4.392978936
165	4.391595068
166	4.389426804
167	4.387767721
168	4.386484451
169	4.385338436
170	4.383977992
171	4.38281385
172	4.382081291
173	4.37980592
174	4.378927573
175	4.376562283
176	4.374977056
177	4.373241621
178	4.372088417
179	4.370499074
180	4.366969887
181	4.365354366
182	4.363944027
183	4.362009942
184	4.360965011
185	4.358795016
186	4.356977018
187	4.355231772
188	4.354871399
189	4.351752013
190	4.348429742
191	4.347543401
192	4.345335917
193	4.343215351
194	4.341647671
195	4.34032503
196	4.338979218
197	4.338187022
198	4.337133012
199	4.335699642
200	4.335031564
201	4.333604509
202	4.332547819
203	4.331411803
204	4.330252129
205	4.329783874
206	4.328025114
207	4.326693734
208	4.325405502
209	4.324385658
210	4.324345634
211	4.323459046
212	4.322210504
213	4.321578323
214	4.320500629
215	4.319407813
216	4.31699226
217	4.315761027
218	4.315341046
219	4.314564547
220	4.31351255
221	4.312194603
222	4.310982746
223	4.309108736
224	4.30793353
225	4.30594336
226	4.304283119
227	4.303618519
228	4.302930603
229	4.301612409
230	4.300497325
231	4.300127787
232	4.299230712
233	4.298939397
234	4.297690198
235	4.296425553
236	4.295661559
237	4.294758364
238	4.293552184
239	4.292218296
240	4.29186608
241	4.290619607
242	4.289793167
243	4.289053953
244	4.288840753
245	4.288210432
246	4.286966136
247	4.286355501
248	4.284483073
249	4.281178557
250	4.279613211
251	4.278367903
252	4.277185533
253	4.275205198
254	4.274278542
255	4.272204626
256	4.271614838
257	4.271066443
258	4.269515621
259	4.268775866
260	4.267124193
261	4.266061468
262	4.26449767
263	4.263262288
264	4.262915445
265	4.261711961
266	4.260713195
267	4.258917808
268	4.257814814
269	4.256613202
270	4.25573369
271	4.255183086
272	4.252340443
273	4.251680039
274	4.251214835
275	4.25049328
276	4.250117624
277	4.247613848
278	4.246335573
279	4.244927179
280	4.243754581
281	4.24267965
282	4.242197858
283	4.241009392
284	4.239803188
285	4.237480376
286	4.236359908
287	4.234649282
288	4.233765286
289	4.232587066
290	4.231921674
291	4.230866662
292	4.229161942
293	4.227835971
294	4.227008036
295	4.226112043
296	4.225284899
297	4.224304578
298	4.223908874
299	4.222097992
