week_t-7,is_weekend_t-7,is_holiday_t-7,season_t-7,act_in_vehicle_sum_10_17_t-7,act_on_bike_sum_10_17_t-7,act_on_foot_sum_10_17_t-7,act_running_sum_10_17_t-7,act_still_sum_10_17_t-7,act_tilting_sum_10_17_t-7,act_unknown_sum_10_17_t-7,act_walking_sum_10_17_t-7,step_sum_10_17_t-7,week_t-6,is_weekend_t-6,is_holiday_t-6,season_t-6,act_in_vehicle_sum_10_17_t-6,act_on_bike_sum_10_17_t-6,act_on_foot_sum_10_17_t-6,act_running_sum_10_17_t-6,act_still_sum_10_17_t-6,act_tilting_sum_10_17_t-6,act_unknown_sum_10_17_t-6,act_walking_sum_10_17_t-6,step_sum_10_17_t-6,week_t-5,is_weekend_t-5,is_holiday_t-5,season_t-5,act_in_vehicle_sum_10_17_t-5,act_on_bike_sum_10_17_t-5,act_on_foot_sum_10_17_t-5,act_running_sum_10_17_t-5,act_still_sum_10_17_t-5,act_tilting_sum_10_17_t-5,act_unknown_sum_10_17_t-5,act_walking_sum_10_17_t-5,step_sum_10_17_t-5,week_t-4,is_weekend_t-4,is_holiday_t-4,season_t-4,act_in_vehicle_sum_10_17_t-4,act_on_bike_sum_10_17_t-4,act_on_foot_sum_10_17_t-4,act_running_sum_10_17_t-4,act_still_sum_10_17_t-4,act_tilting_sum_10_17_t-4,act_unknown_sum_10_17_t-4,act_walking_sum_10_17_t-4,step_sum_10_17_t-4,week_t-3,is_weekend_t-3,is_holiday_t-3,season_t-3,act_in_vehicle_sum_10_17_t-3,act_on_bike_sum_10_17_t-3,act_on_foot_sum_10_17_t-3,act_running_sum_10_17_t-3,act_still_sum_10_17_t-3,act_tilting_sum_10_17_t-3,act_unknown_sum_10_17_t-3,act_walking_sum_10_17_t-3,step_sum_10_17_t-3,week_t-2,is_weekend_t-2,is_holiday_t-2,season_t-2,act_in_vehicle_sum_10_17_t-2,act_on_bike_sum_10_17_t-2,act_on_foot_sum_10_17_t-2,act_running_sum_10_17_t-2,act_still_sum_10_17_t-2,act_tilting_sum_10_17_t-2,act_unknown_sum_10_17_t-2,act_walking_sum_10_17_t-2,step_sum_10_17_t-2,week_t-1,is_weekend_t-1,is_holiday_t-1,season_t-1,act_in_vehicle_sum_10_17_t-1,act_on_bike_sum_10_17_t-1,act_on_foot_sum_10_17_t-1,act_running_sum_10_17_t-1,act_still_sum_10_17_t-1,act_tilting_sum_10_17_t-1,act_unknown_sum_10_17_t-1,act_walking_sum_10_17_t-1,step_sum_10_17_t-1,week_t-0,is_weekend_t-0,is_holiday_t-0,season_t-0,act_in_vehicle_sum_10_17_t-0,act_on_bike_sum_10_17_t-0,act_on_foot_sum_10_17_t-0,act_running_sum_10_17_t-0,act_still_sum_10_17_t-0,act_tilting_sum_10_17_t-0,act_unknown_sum_10_17_t-0,act_walking_sum_10_17_t-0,step_sum_10_17_t-0,week_mean,is_weekend_mean,is_holiday_mean,season_mean,act_in_vehicle_sum_10_17_mean,act_on_bike_sum_10_17_mean,act_on_foot_sum_10_17_mean,act_running_sum_10_17_mean,act_still_sum_10_17_mean,act_tilting_sum_10_17_mean,act_unknown_sum_10_17_mean,act_walking_sum_10_17_mean,step_sum_10_17_mean,week_std,is_weekend_std,is_holiday_std,season_std,act_in_vehicle_sum_10_17_std,act_on_bike_sum_10_17_std,act_on_foot_sum_10_17_std,act_running_sum_10_17_std,act_still_sum_10_17_std,act_tilting_sum_10_17_std,act_unknown_sum_10_17_std,act_walking_sum_10_17_std,step_sum_10_17_std,week_skew,is_weekend_skew,is_holiday_skew,season_skew,act_in_vehicle_sum_10_17_skew,act_on_bike_sum_10_17_skew,act_on_foot_sum_10_17_skew,act_running_sum_10_17_skew,act_still_sum_10_17_skew,act_tilting_sum_10_17_skew,act_unknown_sum_10_17_skew,act_walking_sum_10_17_skew,step_sum_10_17_skew,target,anomaly,week_t-7_encoded,is_weekend_t-7_encoded,is_holiday_t-7_encoded,season_t-7_encoded,act_in_vehicle_sum_10_17_t-7_encoded,act_on_bike_sum_10_17_t-7_encoded,act_on_foot_sum_10_17_t-7_encoded,act_running_sum_10_17_t-7_encoded,act_still_sum_10_17_t-7_encoded,act_tilting_sum_10_17_t-7_encoded,act_unknown_sum_10_17_t-7_encoded,act_walking_sum_10_17_t-7_encoded,step_sum_10_17_t-7_encoded,week_t-6_encoded,is_weekend_t-6_encoded,is_holiday_t-6_encoded,season_t-6_encoded,act_in_vehicle_sum_10_17_t-6_encoded,act_on_bike_sum_10_17_t-6_encoded,act_on_foot_sum_10_17_t-6_encoded,act_running_sum_10_17_t-6_encoded,act_still_sum_10_17_t-6_encoded,act_tilting_sum_10_17_t-6_encoded,act_unknown_sum_10_17_t-6_encoded,act_walking_sum_10_17_t-6_encoded,step_sum_10_17_t-6_encoded,week_t-5_encoded,is_weekend_t-5_encoded,is_holiday_t-5_encoded,season_t-5_encoded,act_in_vehicle_sum_10_17_t-5_encoded,act_on_bike_sum_10_17_t-5_encoded,act_on_foot_sum_10_17_t-5_encoded,act_running_sum_10_17_t-5_encoded,act_still_sum_10_17_t-5_encoded,act_tilting_sum_10_17_t-5_encoded,act_unknown_sum_10_17_t-5_encoded,act_walking_sum_10_17_t-5_encoded,step_sum_10_17_t-5_encoded,week_t-4_encoded,is_weekend_t-4_encoded,is_holiday_t-4_encoded,season_t-4_encoded,act_in_vehicle_sum_10_17_t-4_encoded,act_on_bike_sum_10_17_t-4_encoded,act_on_foot_sum_10_17_t-4_encoded,act_running_sum_10_17_t-4_encoded,act_still_sum_10_17_t-4_encoded,act_tilting_sum_10_17_t-4_encoded,act_unknown_sum_10_17_t-4_encoded,act_walking_sum_10_17_t-4_encoded,step_sum_10_17_t-4_encoded,week_t-3_encoded,is_weekend_t-3_encoded,is_holiday_t-3_encoded,season_t-3_encoded,act_in_vehicle_sum_10_17_t-3_encoded,act_on_bike_sum_10_17_t-3_encoded,act_on_foot_sum_10_17_t-3_encoded,act_running_sum_10_17_t-3_encoded,act_still_sum_10_17_t-3_encoded,act_tilting_sum_10_17_t-3_encoded,act_unknown_sum_10_17_t-3_encoded,act_walking_sum_10_17_t-3_encoded,step_sum_10_17_t-3_encoded,week_t-2_encoded,is_weekend_t-2_encoded,is_holiday_t-2_encoded,season_t-2_encoded,act_in_vehicle_sum_10_17_t-2_encoded,act_on_bike_sum_10_17_t-2_encoded,act_on_foot_sum_10_17_t-2_encoded,act_running_sum_10_17_t-2_encoded,act_still_sum_10_17_t-2_encoded,act_tilting_sum_10_17_t-2_encoded,act_unknown_sum_10_17_t-2_encoded,act_walking_sum_10_17_t-2_encoded,step_sum_10_17_t-2_encoded,week_t-1_encoded,is_weekend_t-1_encoded,is_holiday_t-1_encoded,season_t-1_encoded,act_in_vehicle_sum_10_17_t-1_encoded,act_on_bike_sum_10_17_t-1_encoded,act_on_foot_sum_10_17_t-1_encoded,act_running_sum_10_17_t-1_encoded,act_still_sum_10_17_t-1_encoded,act_tilting_sum_10_17_t-1_encoded,act_unknown_sum_10_17_t-1_encoded,act_walking_sum_10_17_t-1_encoded,step_sum_10_17_t-1_encoded,week_t-0_encoded,is_weekend_t-0_encoded,is_holiday_t-0_encoded,season_t-0_encoded,act_in_vehicle_sum_10_17_t-0_encoded,act_on_bike_sum_10_17_t-0_encoded,act_on_foot_sum_10_17_t-0_encoded,act_running_sum_10_17_t-0_encoded,act_still_sum_10_17_t-0_encoded,act_tilting_sum_10_17_t-0_encoded,act_unknown_sum_10_17_t-0_encoded,act_walking_sum_10_17_t-0_encoded,step_sum_10_17_t-0_encoded,week_mean_encoded,is_weekend_mean_encoded,is_holiday_mean_encoded,season_mean_encoded,act_in_vehicle_sum_10_17_mean_encoded,act_on_bike_sum_10_17_mean_encoded,act_on_foot_sum_10_17_mean_encoded,act_running_sum_10_17_mean_encoded,act_still_sum_10_17_mean_encoded,act_tilting_sum_10_17_mean_encoded,act_unknown_sum_10_17_mean_encoded,act_walking_sum_10_17_mean_encoded,step_sum_10_17_mean_encoded,week_std_encoded,is_weekend_std_encoded,is_holiday_std_encoded,season_std_encoded,act_in_vehicle_sum_10_17_std_encoded,act_on_bike_sum_10_17_std_encoded,act_on_foot_sum_10_17_std_encoded,act_running_sum_10_17_std_encoded,act_still_sum_10_17_std_encoded,act_tilting_sum_10_17_std_encoded,act_unknown_sum_10_17_std_encoded,act_walking_sum_10_17_std_encoded,step_sum_10_17_std_encoded,week_skew_encoded,is_weekend_skew_encoded,is_holiday_skew_encoded,season_skew_encoded,act_in_vehicle_sum_10_17_skew_encoded,act_on_bike_sum_10_17_skew_encoded,act_on_foot_sum_10_17_skew_encoded,act_running_sum_10_17_skew_encoded,act_still_sum_10_17_skew_encoded,act_tilting_sum_10_17_skew_encoded,act_unknown_sum_10_17_skew_encoded,act_walking_sum_10_17_skew_encoded,step_sum_10_17_skew_encoded,anomaly_encoded
5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28792.0,0.0,0.0,8.0,12.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,60.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28728.0,0.0,0.0,72.0,40.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28788.0,0.0,0.0,12.0,26.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28703.0,0.0,0.0,97.0,21.0,4.125,0.25,0.0,3.0,0.0,0.0,0.0,0.0,28776.375,0.0,0.0,23.625,19.875,2.03100960115899,0.4629100498862757,0.0,0.0,0.0,0.0,0.0,0.0,38.42594919359275,0.0,0.0,38.42594919359275,21.715284281550897,-0.2238027108715141,1.4401645996461911,0.0,0.0,0.0,0.0,0.0,0.0,-1.5110977921146078,0.0,0.0,1.5110977921146078,0.9104022842225692,-4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,28574.0,0.0,0.0,226.0,180.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28723.0,0.0,0.0,77.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28751.0,0.0,0.0,49.0,92.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,719.0,0.0,0.0,0.0,28070.0,0.0,0.0,11.0,56.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28621.0,0.0,0.0,179.0,74.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,28750.0,0.0,0.0,50.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,4.375,0.375,0.0,3.0,89.875,0.0,0.0,0.0,28636.125,0.0,0.0,74.0,50.25,2.2638462845343543,0.5175491695067657,0.0,0.0,254.20488783656384,0.0,0.0,0.0,242.60693518529104,0.0,0.0,84.73488065725944,64.67004163996097,-0.2262499558606612,0.6440611887195306,0.0,0.0,2.82842712474619,0.0,0.0,0.0,-2.25746470880554,0.0,0.0,1.1206715278167296,1.2417259880059035,-7.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,28740.0,0.0,0.0,60.0,9.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,28718.0,0.0,0.0,82.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,28456.0,0.0,0.0,344.0,72.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,28785.0,0.0,0.0,15.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,28478.0,0.0,0.0,322.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,28482.0,0.0,0.0,318.0,146.0,6.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,28623.0,0.0,0.0,177.0,0.0,4.25,0.375,1.0,3.75,0.0,0.0,0.0,0.0,28635.25,0.0,0.0,164.75,28.375,2.1213203435596424,0.5175491695067657,0.0,0.4629100498862757,0.0,0.0,0.0,0.0,145.347612885209,0.0,0.0,145.347612885209,53.63883854074396,-0.3142696805273544,0.6440611887195306,0.0,-1.4401645996461911,0.0,0.0,0.0,0.0,-0.2296996265732026,0.0,0.0,0.2296996265732026,1.9611458131148964,4.0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28597.0,0.0,0.0,203.0,80.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28767.0,0.0,0.0,33.0,32.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28759.0,0.0,0.0,41.0,16.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28432.0,0.0,0.0,368.0,72.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,28454.0,0.0,0.0,346.0,69.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,28792.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,3.625,0.25,0.0,4.0,0.0,0.0,0.0,0.0,28675.125,0.0,0.0,124.875,33.625,2.2638462845343543,0.4629100498862757,0.0,0.0,0.0,0.0,0.0,0.0,157.8574741431559,0.0,0.0,157.8574741431559,35.009947565962285,0.2262499558606612,1.4401645996461911,0.0,0.0,0.0,0.0,0.0,0.0,-0.9105072734526634,0.0,0.0,0.9105072734526634,0.3594714192711445,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28712.0,0.0,0.0,88.0,19.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28775.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28738.0,0.0,0.0,62.0,36.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,28517.0,0.0,0.0,283.0,0.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,28680.0,0.0,0.0,120.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28664.0,0.0,0.0,136.0,11.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28734.0,0.0,0.0,66.0,32.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,3.875,0.25,0.0,4.0,0.0,0.0,0.0,0.0,28702.5,0.0,0.0,97.5,12.25,2.03100960115899,0.4629100498862757,0.0,0.0,0.0,0.0,0.0,0.0,87.42670399499555,0.0,0.0,87.42670399499555,15.12566409403945,0.2238027108715141,1.4401645996461911,0.0,0.0,0.0,0.0,0.0,0.0,-1.4442403826939916,0.0,0.0,1.4442403826939916,0.773497051053398,-10.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,28517.0,0.0,0.0,283.0,0.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,28680.0,0.0,0.0,120.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28664.0,0.0,0.0,136.0,11.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28734.0,0.0,0.0,66.0,32.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28718.0,0.0,0.0,82.0,11.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28621.0,0.0,0.0,179.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,8.0,4.25,0.375,0.0,4.0,0.0,0.0,0.0,0.0,28691.75,0.0,0.0,108.25,7.75,2.1213203435596424,0.5175491695067657,0.0,0.0,0.0,0.0,0.0,0.0,94.38636402725616,0.0,0.0,94.38636402725616,11.016221805008415,-0.3142696805273544,0.6440611887195306,0.0,0.0,0.0,0.0,0.0,0.0,-0.6983955916609119,0.0,0.0,0.6983955916609119,1.7762878699932332,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28779.0,0.0,0.0,21.0,2.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,28577.0,0.0,0.0,223.0,85.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28747.0,0.0,0.0,53.0,23.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28731.0,0.0,0.0,69.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28665.0,0.0,0.0,135.0,18.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28414.0,0.0,0.0,386.0,92.0,4.125,0.25,0.0,4.0,0.0,0.0,0.0,0.0,28689.125,0.0,0.0,110.875,30.0,2.03100960115899,0.4629100498862757,0.0,0.0,0.0,0.0,0.0,0.0,134.4910379382741,0.0,0.0,134.4910379382741,36.9439730247999,-0.2238027108715141,1.4401645996461911,0.0,0.0,0.0,0.0,0.0,0.0,-1.450867570829725,0.0,0.0,1.450867570829725,1.273788920802371,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28726.0,0.0,0.0,74.0,20.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28769.0,0.0,0.0,31.0,37.0,1.0,0.0,0.0,1.0,1894.0,0.0,0.0,0.0,26436.0,0.0,0.0,470.0,594.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28737.0,0.0,0.0,63.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28800.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28733.0,0.0,0.0,67.0,32.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28789.0,0.0,0.0,11.0,32.0,4.125,0.25,0.0,1.0,236.75,0.0,0.0,0.0,28473.75,0.0,0.0,89.5,89.875,2.03100960115899,0.4629100498862757,0.0,0.0,669.6301217836605,0.0,0.0,0.0,823.9278314443392,0.0,0.0,156.67710198275395,204.2578465007963,-0.2238027108715141,1.4401645996461911,0.0,0.0,2.8284271247461903,0.0,0.0,0.0,-2.820850309714181,0.0,0.0,2.621721862693619,2.797441869500286,12.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28536.0,0.0,0.0,264.0,41.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,28747.0,0.0,0.0,53.0,56.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,28566.0,0.0,0.0,234.0,35.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28717.0,0.0,0.0,83.0,24.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28645.0,0.0,0.0,155.0,64.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28638.0,0.0,0.0,162.0,52.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28698.0,0.0,0.0,102.0,63.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28696.0,0.0,0.0,104.0,76.0,4.125,0.25,0.0,2.0,0.0,0.0,0.0,0.0,28655.375,0.0,0.0,144.625,51.375,2.03100960115899,0.4629100498862757,0.0,0.0,0.0,0.0,0.0,0.0,73.97670965532714,0.0,0.0,73.97670965532714,17.1041974798168,-0.2238027108715141,1.4401645996461911,0.0,0.0,0.0,0.0,0.0,0.0,-0.5992674548298327,0.0,0.0,0.5992674548298327,-0.2819625470904172,12.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.0,0.0,0.0,2.0,412.0,0.0,0.0,0.0,26735.0,0.0,0.0,1653.0,474.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28738.0,0.0,0.0,62.0,125.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28378.0,0.0,0.0,422.0,124.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28663.0,0.0,0.0,137.0,45.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28749.0,0.0,0.0,51.0,18.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,28323.0,0.0,0.0,477.0,141.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,28569.0,0.0,0.0,231.0,50.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28772.0,0.0,0.0,28.0,70.0,3.625,0.25,0.0,2.0,51.5,0.0,0.0,0.0,28365.875,0.0,0.0,382.625,130.875,2.2638462845343543,0.4629100498862757,0.0,0.0,145.6639969244288,0.0,0.0,0.0,680.4915109158758,0.0,0.0,540.6564627508726,145.54374649175807,0.2262499558606612,1.4401645996461911,0.0,0.0,2.82842712474619,0.0,0.0,0.0,-2.495503826399517,0.0,0.0,2.312590149292818,2.321280256000637,-8.0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
