iter	Passed	Remaining
0	175	52433
1	205	30631
2	235	23269
3	264	19587
4	294	17364
5	324	15891
6	354	14831
7	383	14000
8	413	13373
9	444	12878
10	474	12467
11	505	12120
12	535	11812
13	564	11538
14	594	11292
15	624	11077
16	654	10899
17	684	10719
18	713	10550
19	743	10406
20	772	10261
21	802	10143
22	833	10043
23	863	9930
24	894	9835
25	924	9741
26	953	9644
27	983	9555
28	1012	9466
29	1043	9389
30	1072	9306
31	1101	9229
32	1131	9155
33	1161	9088
34	1191	9019
35	1221	8955
36	1251	8892
37	1263	8708
38	1293	8654
39	1323	8599
40	1353	8550
41	1382	8495
42	1412	8440
43	1441	8386
44	1470	8334
45	1501	8288
46	1530	8240
47	1560	8191
48	1590	8144
49	1620	8102
50	1650	8057
51	1679	8008
52	1708	7962
53	1737	7916
54	1767	7874
55	1798	7836
56	1827	7792
57	1857	7751
58	1888	7712
59	1918	7673
60	1948	7633
61	1978	7593
62	2007	7551
63	2036	7509
64	2066	7469
65	2096	7431
66	2125	7391
67	2155	7354
68	2185	7316
69	2215	7278
70	2244	7240
71	2274	7201
72	2304	7165
73	2334	7129
74	2364	7093
75	2394	7056
76	2424	7022
77	2455	6987
78	2484	6949
79	2513	6913
80	2543	6876
81	2573	6841
82	2603	6806
83	2633	6770
84	2662	6735
85	2692	6700
86	2722	6664
87	2752	6631
88	2782	6597
89	2813	6564
90	2843	6530
91	2873	6497
92	2902	6461
93	2932	6425
94	2962	6392
95	2992	6358
96	3021	6324
97	3051	6290
98	3082	6257
99	3112	6224
100	3142	6191
101	3172	6157
102	3201	6123
103	3231	6090
104	3262	6058
105	3291	6024
106	3320	5989
107	3349	5955
108	3379	5922
109	3409	5888
110	3439	5856
111	3469	5823
112	3499	5791
113	3529	5759
114	3559	5726
115	3588	5691
116	3617	5658
117	3647	5626
118	3677	5594
119	3707	5561
120	3737	5528
121	3767	5496
122	3797	5464
123	3826	5431
124	3855	5398
125	3885	5365
126	3914	5332
127	3943	5299
128	3973	5267
129	4003	5235
130	4032	5202
131	4061	5169
132	4091	5137
133	4120	5105
134	4150	5072
135	4179	5040
136	4209	5007
137	4238	4975
138	4268	4944
139	4298	4912
140	4328	4880
141	4357	4848
142	4386	4816
143	4417	4785
144	4446	4753
145	4476	4721
146	4505	4689
147	4534	4656
148	4563	4624
149	4593	4593
150	4622	4561
151	4654	4531
152	4684	4501
153	4714	4469
154	4744	4438
155	4774	4407
156	4804	4375
157	4834	4344
158	4864	4313
159	4895	4283
160	4925	4252
161	4954	4220
162	4984	4189
163	5014	4158
164	5044	4127
165	5074	4096
166	5104	4065
167	5134	4034
168	5164	4003
169	5194	3972
170	5224	3940
171	5253	3909
172	5283	3878
173	5313	3847
174	5342	3816
175	5372	3785
176	5402	3754
177	5432	3723
178	5461	3692
179	5492	3661
180	5521	3630
181	5551	3599
182	5580	3568
183	5609	3536
184	5640	3506
185	5671	3475
186	5701	3445
187	5731	3414
188	5760	3383
189	5790	3352
190	5819	3321
191	5849	3290
192	5879	3259
193	5908	3228
194	5938	3197
195	5968	3166
196	5997	3135
197	6027	3105
198	6057	3074
199	6087	3043
200	6117	3013
201	6147	2982
202	6176	2951
203	6207	2921
204	6237	2890
205	6267	2859
206	6297	2829
207	6327	2798
208	6357	2767
209	6386	2737
210	6416	2706
211	6445	2675
212	6475	2644
213	6506	2614
214	6535	2583
215	6563	2552
216	6593	2522
217	6624	2491
218	6652	2460
219	6681	2429
220	6712	2399
221	6743	2369
222	6773	2338
223	6803	2308
224	6833	2277
225	6864	2247
226	6894	2217
227	6925	2186
228	6954	2156
229	6984	2125
230	7014	2095
231	7044	2064
232	7074	2034
233	7103	2003
234	7134	1973
235	7164	1942
236	7194	1912
237	7224	1882
238	7254	1851
239	7283	1820
240	7313	1790
241	7343	1760
242	7373	1729
243	7403	1699
244	7432	1668
245	7463	1638
246	7492	1607
247	7522	1577
248	7551	1546
249	7581	1516
250	7611	1485
251	7617	1450
252	7646	1420
253	7676	1390
254	7705	1359
255	7734	1329
256	7763	1298
257	7791	1268
258	7822	1238
259	7851	1207
260	7880	1177
261	7910	1147
262	7940	1117
263	7970	1086
264	8000	1056
265	8030	1026
266	8060	996
267	8090	966
268	8120	935
269	8150	905
270	8180	875
271	8211	845
272	8241	815
273	8271	784
274	8301	754
275	8330	724
276	8360	694
277	8389	663
278	8420	633
279	8448	603
280	8477	573
281	8506	542
282	8534	512
283	8563	482
284	8592	452
285	8621	422
286	8651	391
287	8680	361
288	8710	331
289	8739	301
290	8769	271
291	8799	241
292	8828	210
293	8858	180
294	8888	150
295	8917	120
296	8946	90
297	8976	60
298	9005	30
299	9035	0
