iter	MAE
0	8.408302633
1	8.21776362
2	8.033645431
3	7.857122993
4	7.683927558
5	7.519035933
6	7.362032492
7	7.203530157
8	7.053801885
9	6.910327995
10	6.772921775
11	6.638882655
12	6.508211258
13	6.383005146
14	6.262420696
15	6.146342074
16	6.0309076
17	5.920732247
18	5.813182114
19	5.709856597
20	5.611920119
21	5.514574925
22	5.423146896
23	5.331480093
24	5.244711602
25	5.159719504
26	5.077175098
27	4.997363088
28	4.922895378
29	4.850274979
30	4.778602177
31	4.709453532
32	4.64312156
33	4.578083367
34	4.515937316
35	4.456019931
36	4.398197583
37	4.342392859
38	4.28655042
39	4.234325873
40	4.183266862
41	4.134004253
42	4.08692179
43	4.041917088
44	3.998142938
45	3.955734698
46	3.914204213
47	3.87459836
48	3.835951821
49	3.797978109
50	3.761769701
51	3.726365327
52	3.693250966
53	3.660772507
54	3.629638642
55	3.599129175
56	3.570705017
57	3.542825838
58	3.515685302
59	3.489366508
60	3.465036922
61	3.441202949
62	3.41874431
63	3.397452319
64	3.376415998
65	3.356243865
66	3.336940431
67	3.317993654
68	3.299825137
69	3.282567235
70	3.266343312
71	3.250522587
72	3.234883405
73	3.220054611
74	3.205498441
75	3.191707675
76	3.178663487
77	3.166166425
78	3.154180156
79	3.142522442
80	3.131240641
81	3.120112504
82	3.109540381
83	3.099305208
84	3.089401215
85	3.080511295
86	3.071166254
87	3.061721635
88	3.05276139
89	3.044579972
90	3.036651133
91	3.029207949
92	3.021230545
93	3.014241461
94	3.007753687
95	3.001205552
96	2.994564187
97	2.988068634
98	2.982070955
99	2.975649993
100	2.969801876
101	2.964109586
102	2.958204836
103	2.953370148
104	2.948301316
105	2.943300466
106	2.939013209
107	2.93444289
108	2.929853598
109	2.925509108
110	2.921262153
111	2.917142424
112	2.913426112
113	2.910034092
114	2.906179462
115	2.903038364
116	2.899810326
117	2.896779139
118	2.893988251
119	2.891131347
120	2.888464051
121	2.885599982
122	2.882984384
123	2.880533668
124	2.878419265
125	2.875816524
126	2.87360791
127	2.871477171
128	2.869451954
129	2.867239838
130	2.865215679
131	2.863175218
132	2.861278371
133	2.859352537
134	2.857503137
135	2.855704897
136	2.853993435
137	2.852390076
138	2.850948848
139	2.84953735
140	2.848201912
141	2.846828743
142	2.845547912
143	2.844254646
144	2.842996553
145	2.841671553
146	2.840558985
147	2.839332566
148	2.838258129
149	2.837249752
150	2.836191645
151	2.835217867
152	2.83410376
153	2.833120686
154	2.832140227
155	2.831155896
156	2.830340647
157	2.829573661
158	2.828729953
159	2.827977938
160	2.827171593
161	2.826320817
162	2.825549834
163	2.824603021
164	2.823893065
165	2.823178643
166	2.822496508
167	2.821733445
168	2.821065162
169	2.820204006
170	2.81956352
171	2.818814558
172	2.818143653
173	2.817574133
174	2.816922501
175	2.816332131
176	2.815750353
177	2.815062097
178	2.814503686
179	2.813883936
180	2.813508087
181	2.812779124
182	2.812276222
183	2.811826926
184	2.811352946
185	2.810866301
186	2.810465148
187	2.810033458
188	2.809654994
189	2.809201991
190	2.808874164
191	2.808488015
192	2.808117178
193	2.807804578
194	2.807331767
195	2.80703992
196	2.806562794
197	2.806325931
198	2.80607773
199	2.805806541
200	2.805592213
201	2.80514005
202	2.804915592
203	2.804669248
204	2.80443961
205	2.804246462
206	2.803912302
207	2.803724937
208	2.803389387
209	2.803171533
210	2.802938796
211	2.802760917
212	2.802557214
213	2.802319652
214	2.80218283
215	2.801990565
216	2.80176035
217	2.801554439
218	2.801424076
219	2.801134775
220	2.800880803
221	2.800707424
222	2.800531776
223	2.80029377
224	2.800121333
225	2.799949115
226	2.799764292
227	2.799600818
228	2.799456093
229	2.799237735
230	2.798975575
231	2.798865596
232	2.7987068
233	2.798550525
234	2.798448298
235	2.798174855
236	2.798026031
237	2.797869296
238	2.797676701
239	2.797488041
240	2.797386613
241	2.797073303
242	2.796970711
243	2.796871564
244	2.796703277
245	2.796624632
246	2.796552413
247	2.796443115
248	2.796361753
249	2.796249284
250	2.796161052
251	2.796123054
252	2.796041884
253	2.795933405
254	2.795796392
255	2.795733249
256	2.795529939
257	2.795444647
258	2.795363161
259	2.795285362
260	2.795159126
261	2.795087461
262	2.795022842
263	2.794940954
264	2.794858631
265	2.794774751
266	2.794618756
267	2.794521221
268	2.794335386
269	2.79421684
270	2.794104276
271	2.794045381
272	2.793986825
273	2.793847197
274	2.793734949
275	2.793637671
276	2.793567357
277	2.793533657
278	2.793464994
279	2.793318513
280	2.793262558
281	2.7931178
282	2.793041507
283	2.792919857
284	2.792847924
285	2.79277208
286	2.792700567
287	2.792624139
288	2.792440877
289	2.792419414
290	2.792340315
291	2.79224868
292	2.792208825
293	2.791897133
294	2.791835165
295	2.791802768
296	2.791699846
297	2.791603872
298	2.791539436
299	2.791516266
