iter	Passed	Remaining
0	85	25650
1	112	16768
2	139	13858
3	166	12338
4	195	11508
5	221	10866
6	248	10399
7	277	10139
8	303	9816
9	331	9618
10	355	9338
11	381	9150
12	409	9033
13	439	8977
14	470	8941
15	500	8885
16	528	8790
17	557	8726
18	582	8613
19	613	8588
20	639	8490
21	669	8455
22	699	8421
23	727	8363
24	755	8307
25	781	8231
26	810	8191
27	834	8109
28	862	8061
29	889	8003
30	919	7974
31	948	7947
32	973	7876
33	1000	7825
34	1026	7775
35	1053	7726
36	1071	7615
37	1102	7604
38	1135	7598
39	1161	7547
40	1179	7450
41	1208	7423
42	1238	7400
43	1263	7350
44	1291	7319
45	1321	7297
46	1346	7246
47	1370	7192
48	1397	7160
49	1426	7134
50	1458	7118
51	1491	7111
52	1518	7078
53	1548	7055
54	1576	7021
55	1604	6988
56	1632	6958
57	1660	6930
58	1690	6904
59	1716	6864
60	1745	6837
61	1770	6798
62	1800	6771
63	1827	6737
64	1856	6712
65	1886	6689
66	1912	6652
67	1941	6623
68	1970	6595
69	1999	6570
70	2027	6538
71	2052	6499
72	2080	6469
73	2109	6441
74	2138	6415
75	2166	6386
76	2195	6359
77	2220	6320
78	2236	6257
79	2265	6230
80	2295	6205
81	2323	6176
82	2353	6153
83	2381	6124
84	2407	6089
85	2433	6055
86	2462	6029
87	2488	5994
88	2516	5966
89	2544	5937
90	2575	5914
91	2605	5890
92	2634	5864
93	2662	5833
94	2692	5810
95	2719	5778
96	2747	5749
97	2775	5720
98	2806	5698
99	2834	5669
100	2865	5645
101	2891	5613
102	2917	5580
103	2946	5553
104	2976	5528
105	3006	5502
106	3032	5469
107	3062	5444
108	3093	5420
109	3121	5390
110	3146	5357
111	3176	5332
112	3208	5308
113	3222	5258
114	3253	5234
115	3280	5203
116	3310	5177
117	3337	5147
118	3366	5119
119	3397	5095
120	3422	5063
121	3452	5037
122	3457	4975
123	3487	4949
124	3515	4921
125	3545	4896
126	3548	4833
127	3579	4809
128	3608	4783
129	3634	4752
130	3661	4723
131	3692	4699
132	3721	4673
133	3746	4641
134	3777	4617
135	3807	4591
136	3836	4564
137	3861	4533
138	3886	4501
139	3916	4476
140	3945	4449
141	3971	4418
142	4000	4392
143	4030	4366
144	4057	4336
145	4089	4313
146	4118	4286
147	4149	4261
148	4181	4237
149	4214	4214
150	4242	4186
151	4271	4159
152	4305	4136
153	4331	4106
154	4361	4080
155	4386	4049
156	4418	4024
157	4440	3990
158	4470	3964
159	4499	3937
160	4529	3910
161	4558	3883
162	4588	3856
163	4613	3825
164	4645	3801
165	4682	3779
166	4715	3755
167	4749	3731
168	4776	3702
169	4803	3673
170	4832	3645
171	4859	3616
172	4890	3590
173	4917	3561
174	4948	3534
175	4978	3507
176	5004	3478
177	5031	3448
178	5057	3418
179	5092	3394
180	5122	3367
181	5151	3339
182	5184	3314
183	5213	3286
184	5248	3262
185	5276	3233
186	5308	3207
187	5333	3177
188	5361	3148
189	5393	3122
190	5418	3092
191	5446	3063
192	5472	3034
193	5499	3004
194	5529	2977
195	5555	2947
196	5582	2919
197	5608	2889
198	5636	2860
199	5668	2834
200	5698	2806
201	5725	2777
202	5754	2749
203	5781	2720
204	5811	2692
205	5840	2665
206	5869	2636
207	5895	2607
208	5926	2580
209	5954	2552
210	5980	2522
211	6004	2492
212	6027	2462
213	6051	2432
214	6078	2403
215	6103	2373
216	6132	2345
217	6163	2318
218	6190	2289
219	6215	2260
220	6247	2233
221	6277	2205
222	6305	2177
223	6334	2149
224	6364	2121
225	6395	2094
226	6429	2067
227	6456	2038
228	6487	2011
229	6518	1983
230	6548	1956
231	6577	1927
232	6607	1899
233	6637	1872
234	6665	1843
235	6696	1815
236	6722	1786
237	6749	1758
238	6776	1729
239	6801	1700
240	6827	1671
241	6858	1643
242	6886	1615
243	6915	1587
244	6939	1557
245	6967	1529
246	6993	1500
247	7023	1472
248	7053	1444
249	7080	1416
250	7110	1388
251	7140	1360
252	7171	1332
253	7200	1304
254	7227	1275
255	7256	1247
256	7285	1218
257	7310	1190
258	7342	1162
259	7371	1134
260	7398	1105
261	7426	1077
262	7452	1048
263	7481	1020
264	7508	991
265	7536	963
266	7565	935
267	7593	906
268	7620	878
269	7646	849
270	7671	820
271	7700	792
272	7728	764
273	7756	736
274	7782	707
275	7808	678
276	7835	650
277	7866	622
278	7893	594
279	7923	565
280	7950	537
281	7979	509
282	8005	480
283	8035	452
284	8061	424
285	8091	396
286	8118	367
287	8143	339
288	8174	311
289	8203	282
290	8236	254
291	8268	226
292	8292	198
293	8317	169
294	8343	141
295	8371	113
296	8399	84
297	8424	56
298	8450	28
299	8479	0
