iter	Passed	Remaining
0	177	52947
1	207	30922
2	237	23525
3	265	19613
4	294	17363
5	322	15795
6	350	14677
7	379	13866
8	410	13264
9	438	12705
10	468	12314
11	494	11877
12	525	11599
13	551	11270
14	578	10988
15	606	10768
16	635	10582
17	661	10361
18	691	10224
19	717	10048
20	746	9913
21	776	9817
22	805	9704
23	831	9563
24	858	9446
25	885	9329
26	915	9255
27	944	9174
28	973	9098
29	1000	9003
30	1029	8936
31	1059	8872
32	1089	8818
33	1118	8752
34	1145	8674
35	1174	8612
36	1204	8558
37	1234	8510
38	1261	8443
39	1292	8399
40	1322	8355
41	1350	8295
42	1380	8251
43	1406	8184
44	1436	8138
45	1466	8095
46	1492	8032
47	1521	7989
48	1548	7930
49	1577	7887
50	1604	7833
51	1634	7795
52	1660	7739
53	1689	7694
54	1712	7629
55	1742	7593
56	1770	7547
57	1799	7507
58	1825	7458
59	1855	7420
60	1883	7378
61	1909	7331
62	1937	7288
63	1967	7254
64	1997	7222
65	2026	7183
66	2053	7141
67	2082	7105
68	2108	7060
69	2137	7023
70	2166	6987
71	2195	6952
72	2226	6922
73	2254	6883
74	2282	6848
75	2309	6805
76	2338	6772
77	2368	6740
78	2395	6701
79	2423	6663
80	2451	6628
81	2477	6586
82	2506	6553
83	2518	6476
84	2548	6445
85	2576	6410
86	2606	6381
87	2634	6347
88	2665	6318
89	2694	6287
90	2723	6255
91	2750	6218
92	2774	6175
93	2804	6146
94	2832	6113
95	2859	6075
96	2887	6042
97	2917	6012
98	2947	5984
99	2976	5953
100	3006	5922
101	3036	5893
102	3063	5858
103	3090	5824
104	3117	5789
105	3145	5756
106	3170	5718
107	3198	5686
108	3227	5655
109	3255	5623
110	3283	5591
111	3311	5559
112	3341	5530
113	3369	5497
114	3396	5464
115	3426	5435
116	3453	5401
117	3480	5368
118	3508	5335
119	3534	5301
120	3561	5268
121	3591	5240
122	3621	5211
123	3651	5182
124	3679	5151
125	3708	5121
126	3738	5092
127	3764	5058
128	3793	5028
129	3823	5000
130	3853	4971
131	3883	4943
132	3909	4908
133	3937	4877
134	3964	4845
135	3992	4814
136	4018	4780
137	4047	4751
138	4076	4721
139	4105	4691
140	4131	4658
141	4161	4630
142	4191	4602
143	4221	4572
144	4248	4541
145	4275	4510
146	4306	4481
147	4333	4451
148	4364	4422
149	4393	4393
150	4397	4338
151	4425	4309
152	4455	4280
153	4481	4248
154	4506	4216
155	4533	4184
156	4563	4156
157	4592	4127
158	4622	4098
159	4648	4067
160	4676	4037
161	4706	4009
162	4736	3980
163	4761	3948
164	4789	3919
165	4820	3891
166	4850	3862
167	4880	3834
168	4907	3804
169	4935	3773
170	4964	3745
171	4991	3714
172	5020	3685
173	5047	3654
174	5075	3625
175	5102	3594
176	5130	3565
177	5160	3537
178	5187	3506
179	5215	3476
180	5246	3449
181	5273	3419
182	5301	3389
183	5328	3359
184	5354	3328
185	5384	3300
186	5414	3272
187	5441	3241
188	5470	3213
189	5499	3183
190	5528	3154
191	5534	3113
192	5564	3084
193	5593	3056
194	5623	3027
195	5651	2998
196	5676	2967
197	5703	2937
198	5731	2908
199	5760	2880
200	5785	2849
201	5813	2820
202	5840	2790
203	5869	2762
204	5899	2733
205	5926	2704
206	5953	2674
207	5984	2646
208	6013	2618
209	6042	2589
210	6070	2560
211	6099	2531
212	6125	2501
213	6151	2472
214	6180	2443
215	6208	2414
216	6234	2384
217	6264	2356
218	6293	2327
219	6320	2298
220	6347	2269
221	6377	2240
222	6402	2210
223	6432	2182
224	6461	2153
225	6488	2124
226	6516	2095
227	6546	2067
228	6574	2038
229	6601	2009
230	6632	1981
231	6660	1952
232	6688	1923
233	6716	1894
234	6746	1866
235	6773	1836
236	6803	1808
237	6831	1779
238	6860	1751
239	6887	1721
240	6913	1692
241	6940	1663
242	6969	1634
243	6998	1606
244	7026	1577
245	7052	1548
246	7080	1519
247	7110	1490
248	7140	1462
249	7169	1433
250	7196	1404
251	7224	1376
252	7247	1346
253	7275	1317
254	7303	1288
255	7333	1260
256	7361	1231
257	7391	1203
258	7417	1174
259	7443	1145
260	7472	1116
261	7502	1088
262	7532	1059
263	7560	1030
264	7585	1001
265	7612	972
266	7640	944
267	7666	915
268	7696	886
269	7726	858
270	7752	829
271	7782	801
272	7812	772
273	7841	744
274	7870	715
275	7896	686
276	7925	658
277	7955	629
278	7983	600
279	8011	572
280	8040	543
281	8070	515
282	8097	486
283	8127	457
284	8155	429
285	8181	400
286	8209	371
287	8235	343
288	8263	314
289	8293	285
290	8323	257
291	8351	228
292	8380	200
293	8409	171
294	8439	143
295	8463	114
296	8491	85
297	8521	57
298	8547	28
299	8578	0
