iter	MAE
0	8.383272053
1	8.146100932
2	7.918026005
3	7.699412682
4	7.485007157
5	7.27600076
6	7.073728125
7	6.876667274
8	6.683521657
9	6.504891617
10	6.32314769
11	6.149310222
12	5.985106574
13	5.82497193
14	5.670749002
15	5.52046801
16	5.37611182
17	5.232482368
18	5.090805753
19	4.958826911
20	4.833533743
21	4.709496487
22	4.590668229
23	4.476434032
24	4.364670222
25	4.256987502
26	4.150299984
27	4.047894569
28	3.952079977
29	3.859861421
30	3.768226635
31	3.679703538
32	3.59618848
33	3.513609703
34	3.434098774
35	3.358016451
36	3.283678773
37	3.211591882
38	3.143242962
39	3.077460853
40	3.012480958
41	2.950362829
42	2.890368201
43	2.831766471
44	2.776344249
45	2.72248067
46	2.671002577
47	2.620658024
48	2.571617795
49	2.525916738
50	2.480434494
51	2.437818429
52	2.396572137
53	2.355368217
54	2.315951577
55	2.277222886
56	2.240761212
57	2.204670854
58	2.170161998
59	2.137064426
60	2.105092535
61	2.074505577
62	2.044706866
63	2.016038493
64	1.988279644
65	1.962660007
66	1.938001023
67	1.913613514
68	1.890325055
69	1.868388273
70	1.84738723
71	1.827031578
72	1.807230224
73	1.78815406
74	1.769415055
75	1.751807982
76	1.734545764
77	1.718054507
78	1.702770275
79	1.687052708
80	1.67280071
81	1.659239392
82	1.645813334
83	1.633193039
84	1.62090098
85	1.609344414
86	1.597761805
87	1.586622463
88	1.575834189
89	1.565581452
90	1.555655262
91	1.546328204
92	1.537212163
93	1.528231209
94	1.519871361
95	1.511800031
96	1.503458667
97	1.496009243
98	1.488924143
99	1.481221343
100	1.474421388
101	1.467998769
102	1.461959241
103	1.455791854
104	1.449875013
105	1.444518316
106	1.439309216
107	1.433581376
108	1.428745732
109	1.423662758
110	1.419463536
111	1.415143039
112	1.410849203
113	1.407111667
114	1.402890155
115	1.398987923
116	1.395089324
117	1.39148377
118	1.387447505
119	1.384071647
120	1.380412937
121	1.376692801
122	1.373659744
123	1.370286584
124	1.367060532
125	1.364025213
126	1.361404422
127	1.359388972
128	1.356738966
129	1.354336507
130	1.351958178
131	1.349886976
132	1.347581973
133	1.345388969
134	1.343555094
135	1.341574612
136	1.339535841
137	1.337583166
138	1.335721811
139	1.333953688
140	1.332288137
141	1.33060294
142	1.328920904
143	1.32730993
144	1.32573225
145	1.324253837
146	1.322958703
147	1.321549233
148	1.320195989
149	1.318762135
150	1.317871261
151	1.316447647
152	1.31510955
153	1.313784315
154	1.312562109
155	1.311458393
156	1.310314211
157	1.309151433
158	1.30811291
159	1.307054844
160	1.306107883
161	1.304918737
162	1.304030592
163	1.303251629
164	1.302163235
165	1.301378637
166	1.300423653
167	1.299614794
168	1.298835166
169	1.297971032
170	1.297026551
171	1.296336463
172	1.295516079
173	1.294746458
174	1.293987248
175	1.293272559
176	1.292465214
177	1.29191948
178	1.29131073
179	1.290696543
180	1.290119948
181	1.289433401
182	1.288867052
183	1.288390995
184	1.287869665
185	1.287402425
186	1.286942383
187	1.286504568
188	1.286017877
189	1.285447288
190	1.284983384
191	1.284596883
192	1.284170631
193	1.283806449
194	1.283408428
195	1.282954711
196	1.282552122
197	1.282208854
198	1.281808466
199	1.281514238
200	1.281170515
201	1.280841983
202	1.280470456
203	1.280113081
204	1.27978549
205	1.279472985
206	1.279181816
207	1.278884218
208	1.278600012
209	1.278305518
210	1.277973304
211	1.277736861
212	1.277423266
213	1.277213022
214	1.276857228
215	1.276593294
216	1.276379828
217	1.276070725
218	1.275897253
219	1.275698639
220	1.27541175
221	1.275141265
222	1.274960611
223	1.274689931
224	1.274421463
225	1.274206303
226	1.273961426
227	1.273701959
228	1.273471655
229	1.273228844
230	1.272944122
231	1.272582045
232	1.272319584
233	1.27204803
234	1.271915422
235	1.271707032
236	1.271459871
237	1.271195633
238	1.271027687
239	1.270734006
240	1.270430712
241	1.27024648
242	1.269950152
243	1.269756923
244	1.269512221
245	1.269249576
246	1.269026144
247	1.268754219
248	1.268531655
249	1.268336138
250	1.26810215
251	1.267862924
252	1.267767749
253	1.267598765
254	1.267400357
255	1.26724916
256	1.26705483
257	1.266943464
258	1.266721863
259	1.266511659
260	1.266278712
261	1.266096346
262	1.265932985
263	1.265743519
264	1.26554103
265	1.265369765
266	1.265233161
267	1.265001971
268	1.264800821
269	1.264685828
270	1.264511167
271	1.26433919
272	1.264146258
273	1.264026689
274	1.263898428
275	1.263749449
276	1.263484466
277	1.263401092
278	1.263270691
279	1.26315396
280	1.263037017
281	1.262893893
282	1.262771552
283	1.262663729
284	1.262512492
285	1.26237156
286	1.262305789
287	1.262180988
288	1.262042063
289	1.261903086
290	1.26179841
291	1.261539604
292	1.261437537
293	1.261333306
294	1.261177437
295	1.260997502
296	1.260925347
297	1.260747513
298	1.260557685
299	1.260456023
