iter	Passed	Remaining
0	179	53684
1	212	31647
2	244	24175
3	275	20398
4	307	18161
5	338	16565
6	370	15506
7	404	14753
8	437	14146
9	471	13676
10	504	13260
11	539	12951
12	571	12611
13	605	12365
14	637	12116
15	670	11892
16	701	11684
17	736	11533
18	766	11330
19	799	11191
20	830	11038
21	861	10892
22	895	10789
23	928	10683
24	960	10564
25	992	10455
26	1021	10332
27	1053	10237
28	1086	10154
29	1120	10085
30	1151	9992
31	1181	9898
32	1212	9806
33	1243	9727
34	1275	9657
35	1309	9599
36	1340	9531
37	1372	9461
38	1400	9372
39	1433	9319
40	1463	9242
41	1495	9188
42	1528	9135
43	1562	9090
44	1592	9023
45	1624	8968
46	1656	8918
47	1686	8856
48	1718	8804
49	1752	8760
50	1783	8705
51	1814	8651
52	1843	8592
53	1876	8546
54	1907	8496
55	1938	8446
56	1970	8400
57	2002	8356
58	2035	8316
59	2069	8276
60	2100	8231
61	2131	8183
62	2162	8135
63	2196	8100
64	2228	8057
65	2261	8019
66	2293	7975
67	2325	7933
68	2355	7887
69	2386	7842
70	2418	7800
71	2445	7744
72	2476	7701
73	2506	7654
74	2535	7605
75	2565	7561
76	2592	7509
77	2624	7469
78	2656	7432
79	2685	7384
80	2715	7342
81	2746	7302
82	2776	7260
83	2810	7226
84	2839	7183
85	2869	7141
86	2902	7106
87	2909	7009
88	2940	6970
89	2973	6937
90	3003	6898
91	3036	6864
92	3070	6833
93	3103	6800
94	3141	6778
95	3171	6738
96	3203	6704
97	3232	6663
98	3266	6631
99	3301	6602
100	3334	6569
101	3367	6536
102	3399	6502
103	3430	6465
104	3462	6430
105	3494	6394
106	3523	6356
107	3554	6319
108	3587	6287
109	3617	6248
110	3651	6217
111	3684	6185
112	3716	6150
113	3750	6119
114	3784	6088
115	3815	6052
116	3848	6019
117	3879	5984
118	3909	5946
119	3943	5915
120	3975	5881
121	4010	5851
122	4042	5817
123	4073	5781
124	4106	5748
125	4137	5714
126	4171	5682
127	4205	5650
128	4235	5614
129	4268	5582
130	4298	5545
131	4331	5512
132	4364	5480
133	4396	5446
134	4427	5411
135	4461	5380
136	4494	5347
137	4525	5311
138	4555	5276
139	4588	5244
140	4621	5211
141	4653	5177
142	4686	5145
143	4718	5111
144	4752	5080
145	4784	5046
146	4818	5014
147	4851	4982
148	4882	4947
149	4916	4916
150	4950	4885
151	4980	4849
152	5012	4815
153	5042	4780
154	5073	4745
155	5105	4713
156	5136	4678
157	5168	4645
158	5199	4610
159	5231	4577
160	5260	4541
161	5293	4508
162	5329	4479
163	5369	4452
164	5403	4420
165	5433	4386
166	5466	4353
167	5500	4321
168	5532	4288
169	5566	4256
170	5597	4222
171	5631	4190
172	5665	4158
173	5696	4125
174	5730	4093
175	5760	4058
176	5791	4024
177	5820	3989
178	5851	3955
179	5883	3922
180	5913	3887
181	5946	3855
182	5979	3822
183	6009	3788
184	6042	3756
185	6069	3720
186	6103	3688
187	6131	3653
188	6160	3618
189	6189	3583
190	6219	3549
191	6248	3515
192	6281	3482
193	6310	3448
194	6339	3413
195	6369	3379
196	6399	3345
197	6432	3313
198	6463	3280
199	6494	3247
200	6522	3212
201	6552	3178
202	6583	3145
203	6615	3113
204	6649	3081
205	6679	3047
206	6710	3014
207	6741	2981
208	6775	2950
209	6804	2916
210	6832	2882
211	6867	2850
212	6901	2819
213	6936	2787
214	6970	2755
215	7003	2723
216	7035	2690
217	7065	2657
218	7097	2625
219	7128	2592
220	7159	2559
221	7192	2526
222	7224	2494
223	7257	2462
224	7288	2429
225	7322	2397
226	7354	2364
227	7388	2333
228	7421	2300
229	7454	2268
230	7486	2236
231	7517	2203
232	7550	2171
233	7582	2138
234	7614	2106
235	7649	2074
236	7682	2042
237	7714	2009
238	7745	1976
239	7777	1944
240	7808	1911
241	7841	1879
242	7871	1846
243	7904	1814
244	7936	1781
245	7965	1748
246	7998	1716
247	8027	1683
248	8059	1650
249	8089	1617
250	8118	1584
251	8148	1552
252	8178	1519
253	8212	1487
254	8241	1454
255	8272	1421
256	8303	1389
257	8336	1357
258	8366	1324
259	8398	1292
260	8430	1259
261	8461	1227
262	8494	1195
263	8526	1162
264	8558	1130
265	8592	1098
266	8623	1065
267	8657	1033
268	8689	1001
269	8720	968
270	8754	936
271	8788	904
272	8818	872
273	8851	839
274	8886	807
275	8920	775
276	8953	743
277	8986	711
278	9020	678
279	9051	646
280	9083	614
281	9116	581
282	9147	549
283	9178	517
284	9209	484
285	9239	452
286	9271	419
287	9302	387
288	9333	355
289	9366	322
290	9397	290
291	9428	258
292	9463	226
293	9493	193
294	9524	161
295	9557	129
296	9588	96
297	9621	64
298	9650	32
299	9683	0
