iter	Passed	Remaining
0	90	27205
1	119	17735
2	145	14439
3	177	13117
4	206	12171
5	232	11395
6	261	10935
7	287	10506
8	294	9509
9	322	9343
10	357	9387
11	389	9357
12	419	9256
13	452	9242
14	479	9104
15	501	8895
16	526	8769
17	555	8696
18	582	8608
19	609	8530
20	638	8477
21	667	8431
22	695	8380
23	725	8342
24	750	8257
25	777	8188
26	805	8146
27	835	8111
28	862	8061
29	892	8028
30	921	7995
31	950	7958
32	978	7920
33	1006	7878
34	1037	7852
35	1066	7817
36	1091	7761
37	1121	7734
38	1151	7704
39	1180	7671
40	1209	7637
41	1236	7596
42	1260	7534
43	1291	7512
44	1316	7460
45	1346	7435
46	1375	7403
47	1406	7381
48	1436	7360
49	1466	7333
50	1493	7292
51	1521	7257
52	1548	7215
53	1575	7177
54	1604	7149
55	1632	7114
56	1662	7089
57	1690	7055
58	1720	7029
59	1748	6994
60	1777	6963
61	1805	6931
62	1835	6905
63	1865	6879
64	1891	6839
65	1920	6809
66	1950	6783
67	1979	6755
68	2012	6736
69	2039	6702
70	2068	6673
71	2096	6638
72	2123	6603
73	2152	6574
74	2183	6549
75	2212	6521
76	2242	6495
77	2267	6452
78	2297	6425
79	2326	6397
80	2354	6365
81	2381	6331
82	2411	6305
83	2440	6275
84	2468	6245
85	2497	6214
86	2526	6186
87	2555	6156
88	2584	6127
89	2610	6090
90	2639	6062
91	2668	6032
92	2698	6006
93	2724	5970
94	2752	5940
95	2781	5911
96	2808	5878
97	2836	5846
98	2865	5817
99	2894	5789
100	2923	5760
101	2951	5729
102	2979	5697
103	3008	5669
104	3035	5638
105	3066	5611
106	3095	5583
107	3122	5550
108	3152	5524
109	3181	5495
110	3208	5462
111	3235	5431
112	3261	5397
113	3288	5364
114	3314	5331
115	3341	5299
116	3368	5267
117	3394	5235
118	3422	5205
119	3448	5173
120	3478	5146
121	3507	5117
122	3535	5088
123	3564	5059
124	3590	5026
125	3619	4997
126	3646	4967
127	3676	4940
128	3702	4907
129	3731	4879
130	3762	4854
131	3789	4822
132	3819	4795
133	3848	4767
134	3878	4740
135	3902	4705
136	3930	4676
137	3962	4651
138	3989	4621
139	4016	4589
140	4045	4562
141	4074	4534
142	4105	4507
143	4134	4478
144	4161	4447
145	4190	4420
146	4219	4391
147	4249	4364
148	4279	4336
149	4309	4309
150	4340	4282
151	4371	4256
152	4400	4228
153	4430	4200
154	4459	4171
155	4488	4142
156	4513	4111
157	4542	4082
158	4569	4052
159	4599	4024
160	4626	3994
161	4651	3962
162	4677	3931
163	4708	3904
164	4736	3875
165	4761	3843
166	4785	3811
167	4813	3782
168	4843	3754
169	4873	3726
170	4898	3695
171	4928	3667
172	4958	3639
173	4985	3610
174	5013	3580
175	5040	3551
176	5066	3520
177	5092	3490
178	5122	3462
179	5152	3434
180	5178	3404
181	5204	3374
182	5234	3346
183	5263	3318
184	5289	3288
185	5318	3259
186	5347	3231
187	5375	3202
188	5402	3173
189	5429	3143
190	5456	3113
191	5487	3086
192	5512	3056
193	5538	3026
194	5568	2998
195	5596	2969
196	5621	2939
197	5652	2911
198	5681	2883
199	5705	2852
200	5734	2824
201	5761	2795
202	5788	2766
203	5814	2736
204	5841	2706
205	5865	2676
206	5896	2649
207	5920	2618
208	5947	2589
209	5972	2559
210	6000	2531
211	6026	2501
212	6056	2473
213	6086	2445
214	6116	2418
215	6141	2388
216	6168	2359
217	6197	2331
218	6228	2303
219	6258	2275
220	6288	2247
221	6316	2219
222	6346	2191
223	6376	2163
224	6402	2134
225	6427	2104
226	6456	2076
227	6485	2048
228	6514	2019
229	6545	1992
230	6574	1963
231	6601	1934
232	6628	1906
233	6654	1877
234	6686	1849
235	6710	1819
236	6736	1790
237	6761	1761
238	6788	1732
239	6813	1703
240	6840	1674
241	6869	1646
242	6898	1618
243	6926	1589
244	6956	1561
245	6987	1533
246	7016	1505
247	7046	1477
248	7076	1449
249	7105	1421
250	7136	1393
251	7169	1365
252	7198	1337
253	7224	1308
254	7255	1280
255	7286	1252
256	7318	1224
257	7347	1196
258	7377	1167
259	7405	1139
260	7434	1110
261	7460	1081
262	7488	1053
263	7517	1025
264	7543	996
265	7573	968
266	7600	939
267	7627	910
268	7653	882
269	7678	853
270	7707	824
271	7737	796
272	7767	768
273	7797	739
274	7827	711
275	7854	682
276	7884	654
277	7915	626
278	7940	597
279	7971	569
280	8000	540
281	8030	512
282	8055	483
283	8083	455
284	8111	426
285	8139	398
286	8163	369
287	8191	341
288	8216	312
289	8247	284
290	8277	256
291	8302	227
292	8327	198
293	8356	170
294	8384	142
295	8412	113
296	8441	85
297	8467	56
298	8498	28
299	8527	0
