week_t-7,is_weekend_t-7,is_holiday_t-7,season_t-7,act_in_vehicle_sum_10_17_t-7,act_on_bike_sum_10_17_t-7,act_on_foot_sum_10_17_t-7,act_running_sum_10_17_t-7,act_still_sum_10_17_t-7,act_tilting_sum_10_17_t-7,act_unknown_sum_10_17_t-7,act_walking_sum_10_17_t-7,step_sum_10_17_t-7,week_t-6,is_weekend_t-6,is_holiday_t-6,season_t-6,act_in_vehicle_sum_10_17_t-6,act_on_bike_sum_10_17_t-6,act_on_foot_sum_10_17_t-6,act_running_sum_10_17_t-6,act_still_sum_10_17_t-6,act_tilting_sum_10_17_t-6,act_unknown_sum_10_17_t-6,act_walking_sum_10_17_t-6,step_sum_10_17_t-6,week_t-5,is_weekend_t-5,is_holiday_t-5,season_t-5,act_in_vehicle_sum_10_17_t-5,act_on_bike_sum_10_17_t-5,act_on_foot_sum_10_17_t-5,act_running_sum_10_17_t-5,act_still_sum_10_17_t-5,act_tilting_sum_10_17_t-5,act_unknown_sum_10_17_t-5,act_walking_sum_10_17_t-5,step_sum_10_17_t-5,week_t-4,is_weekend_t-4,is_holiday_t-4,season_t-4,act_in_vehicle_sum_10_17_t-4,act_on_bike_sum_10_17_t-4,act_on_foot_sum_10_17_t-4,act_running_sum_10_17_t-4,act_still_sum_10_17_t-4,act_tilting_sum_10_17_t-4,act_unknown_sum_10_17_t-4,act_walking_sum_10_17_t-4,step_sum_10_17_t-4,week_t-3,is_weekend_t-3,is_holiday_t-3,season_t-3,act_in_vehicle_sum_10_17_t-3,act_on_bike_sum_10_17_t-3,act_on_foot_sum_10_17_t-3,act_running_sum_10_17_t-3,act_still_sum_10_17_t-3,act_tilting_sum_10_17_t-3,act_unknown_sum_10_17_t-3,act_walking_sum_10_17_t-3,step_sum_10_17_t-3,week_t-2,is_weekend_t-2,is_holiday_t-2,season_t-2,act_in_vehicle_sum_10_17_t-2,act_on_bike_sum_10_17_t-2,act_on_foot_sum_10_17_t-2,act_running_sum_10_17_t-2,act_still_sum_10_17_t-2,act_tilting_sum_10_17_t-2,act_unknown_sum_10_17_t-2,act_walking_sum_10_17_t-2,step_sum_10_17_t-2,week_t-1,is_weekend_t-1,is_holiday_t-1,season_t-1,act_in_vehicle_sum_10_17_t-1,act_on_bike_sum_10_17_t-1,act_on_foot_sum_10_17_t-1,act_running_sum_10_17_t-1,act_still_sum_10_17_t-1,act_tilting_sum_10_17_t-1,act_unknown_sum_10_17_t-1,act_walking_sum_10_17_t-1,step_sum_10_17_t-1,week_t-0,is_weekend_t-0,is_holiday_t-0,season_t-0,act_in_vehicle_sum_10_17_t-0,act_on_bike_sum_10_17_t-0,act_on_foot_sum_10_17_t-0,act_running_sum_10_17_t-0,act_still_sum_10_17_t-0,act_tilting_sum_10_17_t-0,act_unknown_sum_10_17_t-0,act_walking_sum_10_17_t-0,step_sum_10_17_t-0,week_mean,is_weekend_mean,is_holiday_mean,season_mean,act_in_vehicle_sum_10_17_mean,act_on_bike_sum_10_17_mean,act_on_foot_sum_10_17_mean,act_running_sum_10_17_mean,act_still_sum_10_17_mean,act_tilting_sum_10_17_mean,act_unknown_sum_10_17_mean,act_walking_sum_10_17_mean,step_sum_10_17_mean,week_std,is_weekend_std,is_holiday_std,season_std,act_in_vehicle_sum_10_17_std,act_on_bike_sum_10_17_std,act_on_foot_sum_10_17_std,act_running_sum_10_17_std,act_still_sum_10_17_std,act_tilting_sum_10_17_std,act_unknown_sum_10_17_std,act_walking_sum_10_17_std,step_sum_10_17_std,week_skew,is_weekend_skew,is_holiday_skew,season_skew,act_in_vehicle_sum_10_17_skew,act_on_bike_sum_10_17_skew,act_on_foot_sum_10_17_skew,act_running_sum_10_17_skew,act_still_sum_10_17_skew,act_tilting_sum_10_17_skew,act_unknown_sum_10_17_skew,act_walking_sum_10_17_skew,step_sum_10_17_skew,target
1.0,0.0,0.0,4.0,36.0,0.0,0.0,27.0,26544.0,0.0,0.0,2193.0,1786.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,28071.0,0.0,0.0,724.0,62.0,3.0,0.0,0.0,4.0,275.0,0.0,0.0,0.0,27634.0,0.0,0.0,891.0,402.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27724.0,0.0,0.0,1076.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,25823.0,0.0,0.0,2940.0,859.0,6.0,1.0,0.0,1.0,1293.0,0.0,0.0,146.0,17843.0,0.0,0.0,9518.0,4712.0,7.0,1.0,0.0,1.0,5529.0,0.0,0.0,6.0,20702.0,0.0,0.0,2563.0,861.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,23885.0,0.0,0.0,4913.0,4069.0,3.625,0.25,0.125,2.125,891.625,0.0,0.0,27.875,24778.25,0.0,0.0,3102.25,1593.875,2.2638462845343543,0.4629100498862757,0.3535533905932738,1.5526475085202969,1925.7150759059423,0.0,0.0,49.66009464348613,3730.104010422689,0.0,0.0,2933.4500287934975,1823.287880842894,0.22624995586066124,1.4401645996461911,2.8284271247461903,0.6440611887195306,2.5631351319906366,0.0,0.0,2.435526142818313,-1.1407219202493009,0.0,0.0,1.7847717716179612,1.1111678039892774,-7.0
4.0,0.0,0.0,1.0,5553.0,0.0,0.0,0.0,19333.0,0.0,0.0,3914.0,2365.0,5.0,0.0,0.0,1.0,3912.0,0.0,0.0,0.0,23317.0,0.0,0.0,1571.0,875.0,6.0,1.0,0.0,1.0,3148.0,0.0,0.0,1088.0,20546.0,0.0,0.0,4018.0,4551.0,7.0,1.0,0.0,1.0,1125.0,0.0,0.0,1150.0,23399.0,0.0,0.0,3126.0,4253.0,1.0,0.0,0.0,1.0,3041.0,0.0,0.0,3.0,23338.0,0.0,0.0,2418.0,1520.0,2.0,0.0,0.0,1.0,4377.0,0.0,0.0,8.0,20899.0,0.0,0.0,3516.0,2832.0,3.0,0.0,0.0,1.0,1900.0,0.0,0.0,8.0,24749.0,0.0,0.0,2143.0,1414.0,4.0,0.0,0.0,1.0,1915.0,0.0,0.0,0.0,23072.0,0.0,0.0,3813.0,1374.0,4.0,0.25,0.0,1.0,3121.375,0.0,0.0,282.125,22331.625,0.0,0.0,3064.875,2398.0,2.0,0.4629100498862757,0.0,0.0,1466.4954276388708,0.0,0.0,516.8067993526622,1841.8749715206745,0.0,0.0,917.7896487135351,1382.1889471827958,0.0,1.4401645996461911,0.0,0.0,0.3211047385874799,0.0,0.0,1.4444258559763972,-0.5448045549500582,0.0,0.0,-0.59110183753541,0.736403465898049,0.0
5.0,0.0,0.0,2.0,3162.0,0.0,0.0,45.0,18133.0,0.0,0.0,7460.0,1814.0,6.0,1.0,0.0,2.0,3173.0,0.0,0.0,0.0,19944.0,0.0,0.0,5683.0,1019.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,28412.0,0.0,0.0,388.0,0.0,1.0,0.0,0.0,2.0,920.0,0.0,0.0,0.0,22991.0,0.0,0.0,4889.0,2802.0,2.0,0.0,0.0,2.0,2232.0,1220.0,0.0,3.0,16268.0,0.0,0.0,9077.0,4800.0,3.0,0.0,0.0,2.0,1531.0,0.0,0.0,0.0,24469.0,0.0,0.0,2800.0,713.0,4.0,0.0,0.0,2.0,5330.0,0.0,0.0,0.0,20218.0,0.0,0.0,3252.0,2418.0,5.0,0.0,0.0,2.0,2443.0,220.0,0.0,0.0,20320.0,0.0,0.0,5817.0,3571.0,4.125,0.25,0.0,2.0,2348.875,180.0,0.0,6.0,21344.375,0.0,0.0,4920.75,2142.125,2.03100960115899,0.4629100498862757,0.0,0.0,1624.7108259186134,427.21690710256973,0.0,15.793307805161382,3831.9634257686453,0.0,0.0,2749.951467104205,1586.4470129821543,-0.2238027108715141,1.4401645996461911,0.0,0.0,0.49594089634497773,2.6625415832145496,0.0,2.804267499892615,0.7407481606166681,0.0,0.0,-0.16470579265936397,0.3721565811026863,-9.0
5.0,0.0,0.0,3.0,339.0,0.0,0.0,0.0,18065.0,0.0,0.0,10396.0,5230.0,6.0,1.0,0.0,3.0,2609.0,0.0,0.0,7.0,23529.0,0.0,0.0,2655.0,347.0,7.0,1.0,0.0,3.0,938.0,0.0,0.0,0.0,22932.0,0.0,0.0,4930.0,3190.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28670.0,0.0,0.0,130.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28391.0,0.0,0.0,409.0,140.0,3.0,0.0,0.0,3.0,584.0,46.0,0.0,0.0,26958.0,0.0,0.0,1212.0,276.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28054.0,0.0,0.0,746.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,26956.0,0.0,0.0,1844.0,88.0,4.125,0.25,0.0,3.0,558.75,5.75,0.0,0.875,25444.375,0.0,0.0,2790.25,1159.375,2.03100960115899,0.4629100498862757,0.0,0.0,898.0207999500108,16.263455967290593,0.0,2.4748737341529163,3682.1836276667605,0.0,0.0,3438.370824761551,1963.9516241860076,-0.2238027108715141,1.4401645996461911,0.0,0.0,2.0947769305368564,2.8284271247461903,0.0,2.82842712474619,-1.3005866398281865,0.0,0.0,1.8936076734873606,1.7402266059731923,3.0
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27651.0,0.0,0.0,1149.0,202.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28089.0,0.0,0.0,711.0,22.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26636.0,0.0,0.0,2164.0,2776.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28003.0,0.0,0.0,797.0,70.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28477.0,0.0,0.0,323.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28528.0,0.0,0.0,272.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28451.0,0.0,0.0,349.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28494.0,0.0,0.0,306.0,0.0,4.125,0.25,0.0,1.0,0.0,0.0,0.0,0.0,28041.125,0.0,0.0,758.875,384.75,2.03100960115899,0.4629100498862757,0.0,0.0,0.0,0.0,0.0,0.0,647.020299416597,0.0,0.0,647.020299416597,968.6638440951241,-0.2238027108715141,1.4401645996461911,0.0,0.0,0.0,0.0,0.0,0.0,-1.7394704767697642,0.0,0.0,1.7394704767697642,2.8006417304193767,0.0
1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28364.0,0.0,0.0,436.0,31.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28703.0,0.0,0.0,97.0,0.0,3.0,0.0,0.0,2.0,1284.0,0.0,0.0,0.0,25657.0,0.0,0.0,1859.0,1614.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28355.0,0.0,0.0,445.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28086.0,0.0,0.0,714.0,55.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,28055.0,0.0,0.0,735.0,168.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,27864.0,0.0,0.0,936.0,49.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,50.0,28514.0,0.0,0.0,236.0,43.0,3.625,0.25,0.0,2.0,160.5,0.0,0.0,7.5,27949.75,0.0,0.0,682.25,245.0,2.2638462845343543,0.4629100498862757,0.0,0.0,453.96255352176354,0.0,0.0,17.525491637693282,964.7569271953575,0.0,0.0,549.220681641594,555.6535405653933,0.22624995586066124,1.4401645996461911,0.0,0.0,2.8284271247461903,0.0,0.0,2.6274019913296796,-2.3979554731250388,0.0,0.0,1.5273162369359978,2.7794780949636095,-3.0
4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28045.0,0.0,0.0,755.0,52.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28326.0,0.0,0.0,474.0,1.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,26752.0,0.0,0.0,2036.0,2078.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,26537.0,0.0,0.0,2256.0,2766.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,216.0,26345.0,0.0,0.0,2239.0,3832.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27351.0,0.0,0.0,1449.0,2134.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,26886.0,0.0,0.0,1914.0,3118.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28488.0,0.0,0.0,312.0,68.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,29.375,27341.25,0.0,0.0,1429.375,1756.125,2.0,0.4629100498862757,0.0,0.0,0.0,0.0,0.0,75.54173397155093,842.9478462091065,0.0,0.0,806.9423660602145,1524.301848388304,0.0,1.4401645996461911,0.0,0.0,0.0,0.0,0.0,2.8087655552338,0.3191405405513754,0.0,0.0,-0.41367952770158395,-0.1386274396276931,0.0
6.0,1.0,0.0,2.0,0.0,0.0,0.0,902.0,21781.0,0.0,0.0,6117.0,6571.0,7.0,1.0,0.0,2.0,89.0,0.0,0.0,0.0,25235.0,0.0,0.0,3476.0,858.0,1.0,0.0,0.0,2.0,427.0,0.0,0.0,66.0,24459.0,0.0,0.0,3848.0,3078.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28292.0,0.0,0.0,508.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23643.0,0.0,0.0,5157.0,3080.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,25279.0,0.0,0.0,3516.0,3877.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28472.0,0.0,0.0,328.0,25.0,6.0,1.0,0.0,2.0,4575.0,0.0,0.0,12.0,15240.0,0.0,0.0,8973.0,4188.0,4.25,0.375,0.0,2.0,636.375,0.0,0.0,123.125,24050.125,0.0,0.0,3990.375,2709.625,2.1213203435596424,0.5175491695067657,0.0,0.0,1598.26199689359,0.0,0.0,315.5156493741634,4201.372307693897,0.0,0.0,2847.553081782924,2290.017026605448,-0.31426968052735443,0.6440611887195306,0.0,0.0,2.782365185945215,0.0,0.0,2.800649164651603,-1.3592201120532,0.0,0.0,0.3572612198825994,0.2681341565334823,-3.0
4.0,0.0,0.0,2.0,117.0,0.0,0.0,3.0,24731.0,0.0,0.0,3949.0,3968.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,23762.0,0.0,0.0,5027.0,4012.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,22229.0,0.0,0.0,6571.0,5689.0,7.0,1.0,0.0,2.0,75.0,0.0,0.0,0.0,23740.0,0.0,0.0,4985.0,6307.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,26338.0,0.0,0.0,2462.0,855.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,20189.0,0.0,0.0,8586.0,10670.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,27823.0,0.0,0.0,977.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,56.0,26023.0,0.0,0.0,2721.0,2898.0,4.0,0.25,0.0,2.0,24.0,0.0,0.0,11.875,24354.375,0.0,0.0,4409.75,4299.875,2.0,0.4629100498862757,0.0,0.0,45.83510819074329,0.0,0.0,19.866968278311326,2434.520072240699,0.0,0.0,2433.857769644139,3360.5073357413503,0.0,1.4401645996461911,0.0,0.0,1.6894149393435103,0.0,0.0,1.9621100954808093,-0.3706060822348575,0.0,0.0,0.40434168090405953,0.7330903264934525,-1.0
5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,27899.0,0.0,0.0,901.0,0.0,6.0,1.0,0.0,2.0,9299.0,0.0,0.0,333.0,14312.0,0.0,0.0,4856.0,3658.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,132.0,23500.0,0.0,0.0,5168.0,7124.0,1.0,0.0,0.0,2.0,647.0,0.0,0.0,119.0,25854.0,0.0,0.0,2180.0,2800.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,26982.0,0.0,0.0,1809.0,73.0,3.0,0.0,0.0,2.0,2978.0,71.0,0.0,0.0,23400.0,0.0,0.0,2351.0,1818.0,4.0,0.0,0.0,2.0,38.0,0.0,0.0,266.0,17593.0,0.0,0.0,10903.0,10535.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,20363.0,0.0,0.0,8435.0,9093.0,4.125,0.25,0.0,2.0,1620.25,8.875,0.0,107.625,22487.875,0.0,0.0,4575.375,4387.625,2.03100960115899,0.4629100498862757,0.0,0.0,3267.9888419987865,25.102290732122437,0.0,131.28479130718617,4750.70561488351,0.0,0.0,3529.5694977271255,4052.1888595636096,-0.2238027108715141,1.4401645996461911,0.0,0.0,2.3651433590876842,2.8284271247461903,0.0,0.9095479744295284,-0.6826142716717336,0.0,0.0,0.933726640388756,0.48904173290861513,0.0
