iter	MAE
0	8.425973063
1	8.230853782
2	8.050598263
3	7.868783818
4	7.694260522
5	7.52378669
6	7.360572955
7	7.199233001
8	7.044896335
9	6.898142313
10	6.753903789
11	6.615093519
12	6.480276788
13	6.353858248
14	6.228505939
15	6.10904697
16	5.992991285
17	5.87993804
18	5.769915212
19	5.662842181
20	5.562984499
21	5.46393875
22	5.370312651
23	5.277547613
24	5.187556435
25	5.10196996
26	5.017713809
27	4.935575001
28	4.856832351
29	4.780644655
30	4.707558651
31	4.636524068
32	4.568169273
33	4.499883823
34	4.436924156
35	4.375119274
36	4.314702178
37	4.25655719
38	4.200213996
39	4.146380269
40	4.094616802
41	4.04522084
42	3.996576178
43	3.949889817
44	3.905798721
45	3.860543986
46	3.817379625
47	3.776250869
48	3.736242068
49	3.696952332
50	3.658458008
51	3.622665781
52	3.588240084
53	3.554690457
54	3.522840099
55	3.490440179
56	3.460543327
57	3.432267546
58	3.404834184
59	3.379159754
60	3.354626416
61	3.330014386
62	3.307417188
63	3.28502648
64	3.262509661
65	3.242247824
66	3.221904615
67	3.201426625
68	3.18273778
69	3.164785221
70	3.147443046
71	3.130252427
72	3.114350149
73	3.098698565
74	3.083840504
75	3.069802732
76	3.056716955
77	3.043769663
78	3.031179075
79	3.019151945
80	3.007343459
81	2.99575418
82	2.984937271
83	2.97452812
84	2.963930145
85	2.954189292
86	2.944413725
87	2.935502654
88	2.926417574
89	2.917955579
90	2.909824243
91	2.90243819
92	2.895232058
93	2.888113114
94	2.881505842
95	2.874758606
96	2.868242664
97	2.862055509
98	2.856224546
99	2.850693065
100	2.845246747
101	2.839722825
102	2.834582656
103	2.829537771
104	2.824561749
105	2.819954308
106	2.815366084
107	2.810731776
108	2.806137232
109	2.802165217
110	2.798237736
111	2.794073276
112	2.790281272
113	2.786357487
114	2.78285997
115	2.779345209
116	2.776334746
117	2.773159397
118	2.76996532
119	2.767210747
120	2.764687413
121	2.762418774
122	2.760313808
123	2.757863854
124	2.755663853
125	2.7536304
126	2.751542612
127	2.749397176
128	2.747465467
129	2.745582301
130	2.743737359
131	2.741995492
132	2.740301562
133	2.738608368
134	2.737040534
135	2.735520347
136	2.733915134
137	2.732483327
138	2.731075542
139	2.729332312
140	2.72803559
141	2.72675812
142	2.725492214
143	2.724285571
144	2.723199101
145	2.722162765
146	2.720932012
147	2.719511616
148	2.718352079
149	2.717182562
150	2.716210478
151	2.715059333
152	2.714021097
153	2.713098922
154	2.712260303
155	2.711239982
156	2.710164912
157	2.709220404
158	2.708326301
159	2.707340659
160	2.706413957
161	2.705602244
162	2.704718188
163	2.703943674
164	2.703175558
165	2.702462065
166	2.701665742
167	2.700819602
168	2.700140937
169	2.699371377
170	2.698514434
171	2.69788352
172	2.697206675
173	2.696564194
174	2.696010618
175	2.695532416
176	2.69498393
177	2.694406172
178	2.693971793
179	2.693409211
180	2.69288589
181	2.692327833
182	2.691829568
183	2.691356725
184	2.690920392
185	2.690446941
186	2.690026643
187	2.689608267
188	2.689199998
189	2.688762745
190	2.688424988
191	2.688057763
192	2.687723446
193	2.687406195
194	2.687043515
195	2.68662391
196	2.686281881
197	2.685952857
198	2.685638922
199	2.68541925
200	2.685211576
201	2.684914415
202	2.684658077
203	2.684380258
204	2.684058335
205	2.683796078
206	2.683496125
207	2.683241493
208	2.683016622
209	2.682771583
210	2.682543158
211	2.682387395
212	2.68221625
213	2.682019682
214	2.681886021
215	2.681666598
216	2.681424721
217	2.681249532
218	2.681110024
219	2.680904168
220	2.680701864
221	2.680513781
222	2.680251752
223	2.68006957
224	2.67983232
225	2.679614587
226	2.679498656
227	2.679351779
228	2.679227666
229	2.679081223
230	2.678947052
231	2.678833501
232	2.678724873
233	2.67851439
234	2.678378911
235	2.678278408
236	2.678083687
237	2.677954837
238	2.677857833
239	2.677733458
240	2.67753402
241	2.677398958
242	2.677313912
243	2.677246637
244	2.676904036
245	2.676747559
246	2.676663578
247	2.676506392
248	2.676366836
249	2.67623133
250	2.676131983
251	2.675890254
252	2.675793819
253	2.67568412
254	2.675577751
255	2.67536096
256	2.675247275
257	2.675100604
258	2.675030357
259	2.674903548
260	2.674756447
261	2.674635893
262	2.674417684
263	2.674256807
264	2.67420174
265	2.674075743
266	2.673918129
267	2.673822644
268	2.673661526
269	2.673570901
270	2.67351468
271	2.673434166
272	2.673247443
273	2.673120949
274	2.673051616
275	2.672989811
276	2.672947209
277	2.67285414
278	2.672780692
279	2.672741878
280	2.672706666
281	2.672621723
282	2.672569885
283	2.672482549
284	2.672432741
285	2.672374576
286	2.672310633
287	2.672255671
288	2.67221332
289	2.672181137
290	2.672072346
291	2.671982951
292	2.671923129
293	2.671890506
294	2.671823467
295	2.671755796
296	2.67170399
297	2.67165705
298	2.671631671
299	2.671595836
