iter	Passed	Remaining
0	86	25787
1	119	17748
2	149	14785
3	180	13360
4	210	12409
5	239	11716
6	264	11083
7	291	10651
8	319	10317
9	348	10114
10	375	9873
11	406	9745
12	436	9641
13	463	9476
14	491	9331
15	515	9158
16	545	9078
17	575	9011
18	598	8851
19	628	8800
20	657	8731
21	687	8682
22	712	8583
23	742	8542
24	769	8463
25	795	8386
26	820	8297
27	849	8249
28	879	8214
29	908	8179
30	937	8136
31	963	8070
32	990	8017
33	1019	7972
34	1047	7929
35	1077	7900
36	1107	7868
37	1136	7835
38	1161	7773
39	1190	7738
40	1219	7702
41	1248	7667
42	1276	7628
43	1305	7593
44	1330	7538
45	1359	7506
46	1388	7473
47	1418	7445
48	1447	7416
49	1476	7380
50	1504	7343
51	1534	7316
52	1565	7297
53	1591	7250
54	1617	7207
55	1644	7165
56	1675	7140
57	1704	7111
58	1728	7062
59	1754	7019
60	1784	6992
61	1813	6961
62	1842	6932
63	1868	6890
64	1894	6849
65	1928	6837
66	1955	6800
67	1988	6785
68	2018	6756
69	2044	6717
70	2073	6688
71	2103	6662
72	2130	6625
73	2153	6577
74	2183	6551
75	2212	6520
76	2238	6482
77	2265	6446
78	2290	6406
79	2315	6367
80	2341	6329
81	2369	6300
82	2380	6223
83	2409	6195
84	2432	6152
85	2460	6122
86	2484	6083
87	2512	6051
88	2538	6018
89	2567	5990
90	2596	5963
91	2622	5929
92	2647	5892
93	2674	5860
94	2702	5831
95	2732	5805
96	2760	5778
97	2788	5747
98	2817	5720
99	2844	5689
100	2874	5663
101	2903	5635
102	2931	5606
103	2958	5575
104	2987	5549
105	3017	5522
106	3045	5493
107	3073	5463
108	3102	5436
109	3130	5406
110	3158	5378
111	3184	5345
112	3213	5318
113	3243	5291
114	3270	5260
115	3298	5231
116	3324	5199
117	3353	5172
118	3382	5145
119	3409	5113
120	3438	5086
121	3463	5053
122	3494	5028
123	3525	5004
124	3555	4977
125	3585	4951
126	3614	4923
127	3642	4894
128	3671	4867
129	3697	4835
130	3725	4806
131	3755	4780
132	3784	4752
133	3809	4719
134	3838	4691
135	3867	4663
136	3894	4633
137	3922	4604
138	3950	4576
139	3976	4544
140	4003	4514
141	4033	4487
142	4063	4461
143	4087	4427
144	4116	4400
145	4146	4373
146	4176	4346
147	4204	4317
148	4231	4288
149	4260	4260
150	4289	4233
151	4319	4205
152	4347	4176
153	4375	4148
154	4403	4119
155	4433	4092
156	4460	4062
157	4489	4034
158	4518	4007
159	4545	3977
160	4570	3945
161	4597	3916
162	4622	3885
163	4650	3856
164	4679	3829
165	4706	3799
166	4734	3770
167	4764	3743
168	4793	3715
169	4822	3687
170	4849	3658
171	4879	3631
172	4905	3601
173	4934	3573
174	4961	3543
175	4988	3514
176	5017	3487
177	5045	3458
178	5072	3429
179	5098	3399
180	5123	3368
181	5152	3340
182	5181	3312
183	5207	3283
184	5236	3255
185	5266	3227
186	5292	3198
187	5319	3169
188	5349	3141
189	5377	3113
190	5404	3084
191	5433	3056
192	5462	3028
193	5490	2999
194	5518	2971
195	5548	2943
196	5576	2915
197	5606	2888
198	5630	2857
199	5656	2828
200	5682	2798
201	5711	2770
202	5740	2742
203	5765	2713
204	5790	2683
205	5815	2653
206	5844	2625
207	5874	2598
208	5900	2569
209	5926	2539
210	5955	2512
211	5983	2483
212	6012	2455
213	6041	2427
214	6066	2398
215	6096	2370
216	6123	2342
217	6154	2315
218	6184	2287
219	6212	2259
220	6239	2230
221	6267	2202
222	6295	2173
223	6320	2144
224	6347	2115
225	6373	2086
226	6400	2058
227	6428	2030
228	6456	2001
229	6480	1972
230	6508	1944
231	6535	1915
232	6564	1887
233	6588	1858
234	6615	1829
235	6645	1802
236	6674	1774
237	6703	1746
238	6730	1717
239	6755	1688
240	6781	1660
241	6810	1632
242	6836	1603
243	6866	1575
244	6892	1547
245	6921	1519
246	6946	1490
247	6974	1462
248	7003	1434
249	7032	1406
250	7062	1378
251	7092	1350
252	7119	1322
253	7147	1294
254	7174	1266
255	7204	1238
256	7229	1209
257	7255	1181
258	7283	1153
259	7312	1124
260	7339	1096
261	7368	1068
262	7398	1040
263	7426	1012
264	7454	984
265	7480	956
266	7504	927
267	7532	899
268	7558	871
269	7586	842
270	7614	814
271	7643	786
272	7672	758
273	7698	730
274	7725	702
275	7753	674
276	7781	646
277	7811	618
278	7840	590
279	7867	561
280	7879	532
281	7907	504
282	7934	476
283	7962	448
284	7990	420
285	8020	392
286	8050	364
287	8080	336
288	8106	308
289	8136	280
290	8166	252
291	8194	224
292	8223	196
293	8252	168
294	8281	140
295	8308	112
296	8337	84
297	8366	56
298	8395	28
299	8424	0
