iter	Passed	Remaining
0	165	49627
1	199	29657
2	230	22851
3	261	19342
4	293	17318
5	324	15903
6	356	14904
7	387	14138
8	418	13546
9	451	13101
10	484	12736
11	517	12427
12	550	12152
13	580	11868
14	613	11665
15	644	11433
16	676	11253
17	708	11103
18	739	10938
19	770	10781
20	799	10624
21	829	10487
22	862	10393
23	894	10285
24	926	10189
25	956	10083
26	989	10004
27	1020	9909
28	1050	9817
29	1081	9729
30	1111	9642
31	1142	9566
32	1174	9502
33	1203	9417
34	1236	9360
35	1264	9274
36	1294	9202
37	1324	9132
38	1356	9075
39	1386	9011
40	1417	8954
41	1449	8901
42	1480	8849
43	1513	8803
44	1542	8743
45	1574	8696
46	1606	8646
47	1636	8592
48	1669	8551
49	1700	8503
50	1733	8465
51	1767	8427
52	1796	8370
53	1826	8322
54	1859	8283
55	1888	8229
56	1918	8180
57	1947	8127
58	1979	8084
59	2010	8042
60	2041	7999
61	2072	7957
62	2103	7914
63	2135	7875
64	2167	7837
65	2197	7790
66	2229	7752
67	2262	7718
68	2290	7669
69	2320	7623
70	2351	7583
71	2383	7548
72	2415	7510
73	2445	7468
74	2476	7430
75	2507	7389
76	2538	7353
77	2569	7313
78	2600	7274
79	2631	7236
80	2662	7198
81	2694	7163
82	2725	7125
83	2756	7089
84	2788	7053
85	2821	7020
86	2849	6976
87	2856	6880
88	2885	6840
89	2918	6809
90	2948	6770
91	2979	6737
92	3013	6706
93	3042	6666
94	3071	6628
95	3100	6587
96	3133	6557
97	3162	6518
98	3195	6486
99	3224	6449
100	3257	6418
101	3288	6383
102	3321	6352
103	3351	6315
104	3381	6279
105	3410	6241
106	3439	6204
107	3471	6172
108	3500	6133
109	3530	6098
110	3560	6063
111	3593	6031
112	3624	5997
113	3656	5965
114	3687	5931
115	3717	5897
116	3749	5864
117	3779	5829
118	3810	5795
119	3841	5761
120	3872	5728
121	3903	5695
122	3934	5662
123	3965	5628
124	3996	5595
125	4026	5560
126	4058	5528
127	4090	5496
128	4120	5462
129	4151	5428
130	4181	5394
131	4212	5360
132	4243	5328
133	4275	5296
134	4306	5263
135	4338	5231
136	4368	5197
137	4400	5165
138	4431	5133
139	4463	5101
140	4494	5068
141	4525	5034
142	4555	5001
143	4586	4968
144	4618	4937
145	4650	4905
146	4682	4873
147	4712	4839
148	4742	4805
149	4773	4773
150	4803	4740
151	4835	4708
152	4865	4675
153	4897	4642
154	4928	4610
155	4960	4579
156	4989	4544
157	5019	4511
158	5050	4479
159	5082	4446
160	5113	4414
161	5144	4382
162	5175	4350
163	5206	4317
164	5237	4285
165	5268	4252
166	5300	4221
167	5331	4188
168	5361	4156
169	5393	4124
170	5425	4092
171	5455	4060
172	5486	4027
173	5519	3996
174	5548	3963
175	5579	3930
176	5610	3899
177	5640	3865
178	5671	3833
179	5703	3802
180	5733	3769
181	5764	3737
182	5797	3706
183	5829	3675
184	5859	3642
185	5892	3611
186	5921	3578
187	5953	3547
188	5983	3514
189	6015	3482
190	6047	3451
191	6079	3419
192	6110	3387
193	6141	3355
194	6173	3324
195	6204	3291
196	6235	3260
197	6266	3228
198	6298	3196
199	6330	3165
200	6361	3133
201	6393	3101
202	6422	3068
203	6453	3037
204	6484	3005
205	6516	2973
206	6547	2941
207	6577	2909
208	6608	2877
209	6640	2845
210	6670	2813
211	6702	2782
212	6735	2751
213	6767	2719
214	6795	2686
215	6827	2655
216	6857	2622
217	6888	2590
218	6919	2559
219	6950	2527
220	6979	2494
221	7010	2463
222	7041	2431
223	7073	2399
224	7104	2368
225	7135	2336
226	7166	2304
227	7197	2272
228	7228	2241
229	7261	2209
230	7291	2177
231	7321	2146
232	7352	2114
233	7384	2082
234	7414	2050
235	7445	2019
236	7476	1987
237	7507	1955
238	7541	1924
239	7572	1893
240	7603	1861
241	7634	1829
242	7665	1797
243	7697	1766
244	7727	1734
245	7758	1703
246	7790	1671
247	7822	1640
248	7853	1608
249	7883	1576
250	7914	1544
251	7946	1513
252	7961	1479
253	7993	1447
254	8025	1416
255	8058	1385
256	8089	1353
257	8121	1322
258	8152	1290
259	8181	1258
260	8212	1227
261	8244	1195
262	8275	1164
263	8306	1132
264	8338	1101
265	8370	1069
266	8399	1038
267	8431	1006
268	8463	975
269	8493	943
270	8523	912
271	8554	880
272	8585	849
273	8617	817
274	8648	786
275	8680	754
276	8711	723
277	8741	691
278	8773	660
279	8803	628
280	8833	597
281	8864	565
282	8895	534
283	8928	502
284	8958	471
285	8988	439
286	9019	408
287	9050	377
288	9081	345
289	9113	314
290	9145	282
291	9176	251
292	9208	219
293	9241	188
294	9270	157
295	9303	125
296	9332	94
297	9364	62
298	9394	31
299	9424	0
