iter	Passed	Remaining
0	155	46472
1	185	27692
2	211	20986
3	242	17951
4	267	15756
5	294	14443
6	320	13429
7	349	12749
8	376	12177
9	401	11656
10	432	11371
11	460	11046
12	487	10766
13	515	10527
14	543	10324
15	573	10172
16	603	10041
17	631	9898
18	658	9744
19	689	9647
20	716	9514
21	745	9417
22	775	9334
23	804	9253
24	831	9141
25	858	9044
26	887	8976
27	913	8872
28	939	8781
29	968	8719
30	996	8650
31	1025	8590
32	1052	8513
33	1078	8437
34	1106	8377
35	1135	8327
36	1163	8270
37	1194	8235
38	1221	8174
39	1251	8132
40	1279	8081
41	1307	8031
42	1336	7990
43	1362	7927
44	1389	7873
45	1419	7838
46	1447	7791
47	1476	7750
48	1507	7722
49	1529	7646
50	1555	7596
51	1587	7570
52	1617	7537
53	1641	7476
54	1662	7403
55	1689	7360
56	1714	7310
57	1736	7247
58	1759	7187
59	1784	7139
60	1808	7086
61	1835	7046
62	1866	7020
63	1887	6961
64	1910	6908
65	1936	6865
66	1958	6810
67	1983	6768
68	2012	6738
69	2036	6692
70	2057	6637
71	2084	6600
72	2114	6575
73	2143	6547
74	2166	6498
75	2189	6453
76	2212	6408
77	2233	6357
78	2256	6312
79	2285	6284
80	2309	6244
81	2333	6204
82	2358	6164
83	2382	6127
84	2412	6101
85	2435	6060
86	2462	6027
87	2491	6001
88	2515	5964
89	2543	5935
90	2570	5903
91	2598	5874
92	2624	5841
93	2649	5806
94	2676	5776
95	2705	5748
96	2735	5723
97	2762	5693
98	2787	5659
99	2815	5630
100	2842	5600
101	2872	5575
102	2897	5541
103	2924	5512
104	2953	5484
105	2979	5453
106	3007	5424
107	3033	5393
108	3066	5372
109	3097	5349
110	3127	5325
111	3156	5298
112	3183	5268
113	3213	5242
114	3241	5215
115	3267	5183
116	3295	5154
117	3323	5125
118	3353	5100
119	3379	5068
120	3406	5039
121	3433	5009
122	3460	4979
123	3487	4949
124	3514	4920
125	3541	4890
126	3569	4862
127	3599	4836
128	3629	4811
129	3656	4781
130	3683	4751
131	3711	4724
132	3740	4696
133	3767	4667
134	3794	4638
135	3820	4606
136	3849	4579
137	3877	4551
138	3904	4522
139	3933	4495
140	3959	4464
141	3986	4435
142	4013	4406
143	4039	4376
144	4064	4344
145	4093	4317
146	4120	4289
147	4148	4260
148	4177	4233
149	4206	4206
150	4233	4177
151	4258	4146
152	4287	4119
153	4314	4090
154	4341	4061
155	4368	4032
156	4397	4005
157	4425	3977
158	4451	3947
159	4477	3917
160	4507	3891
161	4536	3864
162	4566	3838
163	4594	3809
164	4623	3782
165	4652	3755
166	4682	3728
167	4709	3700
168	4737	3672
169	4765	3643
170	4796	3618
171	4820	3587
172	4849	3560
173	4877	3531
174	4902	3501
175	4928	3472
176	4955	3443
177	4982	3414
178	5010	3386
179	5036	3357
180	5063	3328
181	5089	3299
182	5118	3272
183	5145	3243
184	5177	3218
185	5210	3193
186	5237	3165
187	5263	3135
188	5293	3109
189	5319	3079
190	5348	3052
191	5376	3024
192	5405	2996
193	5432	2968
194	5461	2940
195	5490	2913
196	5520	2886
197	5549	2859
198	5584	2834
199	5617	2808
200	5648	2781
201	5679	2755
202	5710	2728
203	5736	2699
204	5770	2673
205	5798	2646
206	5824	2616
207	5851	2588
208	5878	2559
209	5907	2531
210	5936	2503
211	5963	2475
212	5993	2448
213	6021	2419
214	6049	2391
215	6080	2364
216	6107	2336
217	6136	2308
218	6164	2280
219	6191	2251
220	6219	2223
221	6246	2194
222	6268	2164
223	6296	2136
224	6323	2107
225	6350	2079
226	6376	2050
227	6403	2022
228	6432	1994
229	6460	1966
230	6487	1937
231	6516	1909
232	6544	1881
233	6573	1853
234	6601	1825
235	6626	1797
236	6653	1768
237	6683	1741
238	6713	1713
239	6742	1685
240	6769	1657
241	6797	1629
242	6823	1600
243	6852	1572
244	6882	1545
245	6908	1516
246	6938	1488
247	6972	1461
248	7003	1434
249	7029	1405
250	7055	1377
251	7082	1349
252	7112	1321
253	7140	1293
254	7167	1264
255	7197	1237
256	7226	1209
257	7256	1181
258	7280	1152
259	7307	1124
260	7336	1096
261	7365	1068
262	7395	1040
263	7420	1011
264	7447	983
265	7474	955
266	7500	927
267	7528	898
268	7554	870
269	7584	842
270	7611	814
271	7635	786
272	7664	758
273	7693	730
274	7720	701
275	7746	673
276	7772	645
277	7799	617
278	7825	588
279	7851	560
280	7884	533
281	7914	505
282	7944	477
283	7973	449
284	8003	421
285	8034	393
286	8063	365
287	8093	337
288	8121	309
289	8151	281
290	8180	253
291	8209	224
292	8239	196
293	8268	168
294	8297	140
295	8327	112
296	8355	84
297	8385	56
298	8415	28
299	8444	0
