iter	MAE
0	8.446057004
1	8.30373486
2	8.168788018
3	8.034078961
4	7.902621279
5	7.776688141
6	7.655716206
7	7.54069411
8	7.428055353
9	7.319302314
10	7.213927062
11	7.110325232
12	7.012042888
13	6.916496101
14	6.824984482
15	6.735847951
16	6.649925199
17	6.566482505
18	6.485216691
19	6.407228701
20	6.332996042
21	6.262301442
22	6.193925321
23	6.124869601
24	6.059877542
25	5.996032819
26	5.935559006
27	5.876160529
28	5.818858809
29	5.764314452
30	5.709543391
31	5.657321288
32	5.607180898
33	5.559099018
34	5.513482107
35	5.468566118
36	5.424829397
37	5.382946514
38	5.34212148
39	5.30248197
40	5.26371508
41	5.226061176
42	5.19149703
43	5.156651327
44	5.123678974
45	5.092096078
46	5.062736174
47	5.033895479
48	5.00548006
49	4.978497318
50	4.951636807
51	4.926060939
52	4.901825254
53	4.877919463
54	4.856680053
55	4.835068065
56	4.81493089
57	4.795183816
58	4.776916163
59	4.75891312
60	4.742768418
61	4.726731079
62	4.711067372
63	4.696855106
64	4.68156437
65	4.668407628
66	4.655250868
67	4.642563665
68	4.629711275
69	4.617621783
70	4.606319905
71	4.595233486
72	4.585106616
73	4.575534704
74	4.565662603
75	4.556047233
76	4.547085461
77	4.538139705
78	4.53015574
79	4.522444165
80	4.514636229
81	4.507454404
82	4.50042062
83	4.493784135
84	4.486815318
85	4.480517638
86	4.473956917
87	4.46796577
88	4.461940623
89	4.456264101
90	4.450472644
91	4.445558621
92	4.440199924
93	4.43550542
94	4.431054528
95	4.427007504
96	4.423025322
97	4.419172545
98	4.415086104
99	4.411158592
100	4.407356995
101	4.403894566
102	4.400410849
103	4.396845718
104	4.393732343
105	4.390520253
106	4.387808022
107	4.38496599
108	4.382082436
109	4.379663752
110	4.377145229
111	4.374517596
112	4.372322066
113	4.370178248
114	4.367946048
115	4.365669689
116	4.36362719
117	4.361788896
118	4.359958119
119	4.358068057
120	4.356188858
121	4.354270925
122	4.352612492
123	4.351041583
124	4.349496959
125	4.347998834
126	4.346302318
127	4.344857476
128	4.343416372
129	4.342075816
130	4.340775922
131	4.339434469
132	4.338184112
133	4.336989285
134	4.335723016
135	4.334709791
136	4.333643317
137	4.332425945
138	4.331437533
139	4.330323731
140	4.329271363
141	4.328270076
142	4.327466645
143	4.326629724
144	4.325651693
145	4.324700436
146	4.323711284
147	4.322956583
148	4.322173194
149	4.321430989
150	4.320650603
151	4.319793276
152	4.319018128
153	4.318491375
154	4.317769563
155	4.317026376
156	4.316352853
157	4.315789714
158	4.315185862
159	4.314525576
160	4.313953902
161	4.313290508
162	4.312761875
163	4.31204585
164	4.311316869
165	4.310818619
166	4.310267361
167	4.309844294
168	4.309318151
169	4.308818744
170	4.308145288
171	4.307704232
172	4.307283547
173	4.306887195
174	4.306554659
175	4.306192785
176	4.305745367
177	4.305347267
178	4.304853872
179	4.304404386
180	4.304064047
181	4.303581227
182	4.303251765
183	4.302890064
184	4.302584441
185	4.302248104
186	4.301913028
187	4.30155427
188	4.301109971
189	4.3007581
190	4.300494268
191	4.300238463
192	4.300006518
193	4.299679751
194	4.299349399
195	4.29914162
196	4.298772628
197	4.298577269
198	4.298380057
199	4.298060087
200	4.297888146
201	4.297671344
202	4.297506493
203	4.297240645
204	4.297056562
205	4.296855234
206	4.296528632
207	4.296405587
208	4.296030057
209	4.295793593
210	4.295499908
211	4.295348618
212	4.295172312
213	4.295069647
214	4.294854976
215	4.294670281
216	4.29432662
217	4.294163339
218	4.294041934
219	4.293874263
220	4.293742965
221	4.293533886
222	4.293418897
223	4.29329023
224	4.293154524
225	4.293065264
226	4.292889542
227	4.292679603
228	4.292438148
229	4.2923377
230	4.292079091
231	4.291993693
232	4.29190101
233	4.291771096
234	4.291668864
235	4.291510597
236	4.291428821
237	4.291347223
238	4.291241958
239	4.291125137
240	4.291058799
241	4.290954549
242	4.290885523
243	4.290823317
244	4.290707823
245	4.290628843
246	4.290513496
247	4.290446234
248	4.290311513
249	4.290228439
250	4.290138738
251	4.289799403
252	4.289732006
253	4.289627472
254	4.289532818
255	4.289488483
256	4.289357418
257	4.289293167
258	4.28918689
259	4.288914016
260	4.288861102
261	4.288796006
262	4.288737298
263	4.288693457
264	4.288608926
265	4.288561825
266	4.288458036
267	4.288398502
268	4.288307743
269	4.288192778
270	4.288119907
271	4.287972108
272	4.28792923
273	4.287857436
274	4.287793583
275	4.287666762
276	4.287571697
277	4.28753431
278	4.287484559
279	4.287410008
280	4.287319985
281	4.287258845
282	4.287232371
283	4.287094718
284	4.286900819
285	4.286864972
286	4.286845537
287	4.286767529
288	4.28672241
289	4.286669558
290	4.286645498
291	4.286591629
292	4.286528938
293	4.286479375
294	4.28636065
295	4.286248946
296	4.286233141
297	4.286131673
298	4.286072643
299	4.285978851
