iter	Passed	Remaining
0	165	49535
1	191	28517
2	220	21832
3	248	18356
4	274	16187
5	303	14881
6	332	13905
7	360	13143
8	389	12600
9	415	12037
10	445	11693
11	471	11312
12	498	11002
13	524	10714
14	549	10439
15	579	10278
16	604	10064
17	633	9917
18	658	9736
19	685	9603
20	716	9516
21	746	9430
22	772	9300
23	801	9214
24	828	9112
25	856	9021
26	881	8910
27	911	8855
28	938	8766
29	965	8691
30	989	8582
31	1016	8511
32	1043	8446
33	1072	8387
34	1097	8311
35	1124	8244
36	1151	8188
37	1181	8145
38	1211	8107
39	1241	8067
40	1267	8009
41	1294	7951
42	1322	7902
43	1350	7855
44	1375	7796
45	1401	7739
46	1428	7688
47	1458	7655
48	1486	7614
49	1517	7587
50	1545	7543
51	1574	7506
52	1599	7453
53	1628	7417
54	1657	7382
55	1684	7337
56	1715	7312
57	1743	7275
58	1772	7240
59	1799	7198
60	1828	7164
61	1857	7131
62	1883	7086
63	1911	7047
64	1938	7008
65	1964	6965
66	1993	6931
67	2019	6889
68	2047	6854
69	2074	6816
70	2104	6787
71	2130	6746
72	2157	6710
73	2185	6675
74	2211	6635
75	2241	6607
76	2270	6575
77	2299	6545
78	2326	6508
79	2356	6481
80	2386	6453
81	2417	6425
82	2443	6387
83	2470	6353
84	2496	6314
85	2523	6278
86	2550	6245
87	2575	6203
88	2601	6167
89	2628	6133
90	2657	6103
91	2685	6071
92	2714	6042
93	2743	6011
94	2772	5982
95	2802	5954
96	2831	5926
97	2860	5896
98	2885	5859
99	2914	5829
100	2942	5797
101	2972	5770
102	2998	5734
103	3026	5703
104	3053	5671
105	3078	5634
106	3104	5599
107	3131	5567
108	3160	5538
109	3186	5504
110	3215	5474
111	3244	5446
112	3271	5413
113	3300	5385
114	3330	5357
115	3355	5321
116	3380	5288
117	3409	5258
118	3435	5225
119	3462	5194
120	3488	5160
121	3516	5130
122	3543	5099
123	3568	5065
124	3595	5033
125	3623	5003
126	3652	4976
127	3682	4948
128	3711	4920
129	3740	4891
130	3767	4860
131	3795	4830
132	3823	4801
133	3853	4773
134	3879	4741
135	3905	4709
136	3932	4678
137	3960	4648
138	3986	4617
139	4012	4585
140	4041	4557
141	4066	4525
142	4096	4497
143	4122	4465
144	4151	4437
145	4176	4405
146	4205	4377
147	4230	4344
148	4258	4315
149	4287	4287
150	4313	4256
151	4340	4226
152	4367	4196
153	4393	4165
154	4422	4137
155	4449	4107
156	4475	4076
157	4502	4046
158	4528	4015
159	4554	3985
160	4583	3956
161	4609	3926
162	4637	3897
163	4664	3868
164	4693	3840
165	4722	3812
166	4752	3784
167	4778	3754
168	4808	3727
169	4834	3697
170	4862	3667
171	4889	3638
172	4919	3611
173	4945	3581
174	4972	3551
175	5001	3523
176	5030	3495
177	5056	3465
178	5086	3438
179	5115	3410
180	5142	3380
181	5171	3353
182	5196	3322
183	5223	3292
184	5253	3265
185	5281	3237
186	5309	3208
187	5335	3178
188	5365	3151
189	5394	3123
190	5420	3093
191	5448	3064
192	5476	3036
193	5504	3007
194	5531	2978
195	5561	2950
196	5588	2921
197	5614	2892
198	5641	2863
199	5669	2834
200	5700	2807
201	5730	2779
202	5755	2750
203	5781	2720
204	5807	2691
205	5834	2662
206	5860	2633
207	5885	2603
208	5914	2575
209	5944	2547
210	5972	2519
211	5996	2489
212	6025	2461
213	6050	2431
214	6076	2402
215	6106	2374
216	6134	2346
217	6163	2318
218	6188	2288
219	6214	2259
220	6243	2231
221	6268	2202
222	6293	2173
223	6320	2144
224	6347	2115
225	6375	2087
226	6404	2059
227	6432	2031
228	6459	2002
229	6485	1973
230	6516	1946
231	6543	1917
232	6569	1889
233	6598	1861
234	6628	1833
235	6654	1804
236	6681	1775
237	6708	1747
238	6737	1719
239	6763	1690
240	6793	1663
241	6819	1634
242	6847	1606
243	6876	1578
244	6902	1549
245	6928	1520
246	6957	1492
247	6985	1464
248	7014	1436
249	7040	1408
250	7067	1379
251	7096	1351
252	7122	1323
253	7151	1295
254	7179	1267
255	7204	1238
256	7208	1206
257	7237	1178
258	7266	1150
259	7295	1122
260	7322	1094
261	7350	1066
262	7377	1037
263	7407	1010
264	7436	982
265	7466	954
266	7493	926
267	7522	898
268	7550	870
269	7580	842
270	7608	814
271	7636	786
272	7663	757
273	7688	729
274	7715	701
275	7745	673
276	7772	645
277	7797	617
278	7828	589
279	7855	561
280	7883	533
281	7911	504
282	7936	476
283	7962	448
284	7990	420
285	8020	392
286	8046	364
287	8072	336
288	8102	308
289	8130	280
290	8156	252
291	8183	224
292	8210	196
293	8238	168
294	8263	140
295	8289	112
296	8318	84
297	8344	56
298	8369	27
299	8398	0
