iter	MAE
0	8.458107257
1	8.320704918
2	8.189435665
3	8.057875815
4	7.931273149
5	7.810999336
6	7.696706007
7	7.583323791
8	7.47454126
9	7.370458915
10	7.271489839
11	7.170864977
12	7.074983325
13	6.984257681
14	6.896900088
15	6.813361983
16	6.729795354
17	6.649179379
18	6.574069316
19	6.50019354
20	6.428071362
21	6.359645177
22	6.292854948
23	6.229441285
24	6.167470218
25	6.106022203
26	6.046960869
27	5.989813102
28	5.935681618
29	5.883267831
30	5.833126394
31	5.783454231
32	5.737283148
33	5.691495577
34	5.647544088
35	5.60580503
36	5.565037006
37	5.524057346
38	5.484908959
39	5.447770588
40	5.41216881
41	5.37868454
42	5.345330581
43	5.312814508
44	5.282519527
45	5.252561105
46	5.223274168
47	5.194781695
48	5.167624291
49	5.141845483
50	5.116969598
51	5.092540439
52	5.069554436
53	5.047416481
54	5.026216931
55	5.005664794
56	4.986210845
57	4.966489087
58	4.948351407
59	4.931253545
60	4.914168835
61	4.898192137
62	4.882790146
63	4.86851538
64	4.854073404
65	4.839916174
66	4.827561042
67	4.815095554
68	4.802722104
69	4.790537627
70	4.779311505
71	4.768472404
72	4.758086489
73	4.748386523
74	4.738381913
75	4.72903882
76	4.719942854
77	4.710849915
78	4.702086707
79	4.694144121
80	4.686761634
81	4.679446468
82	4.672657801
83	4.665217089
84	4.658493134
85	4.652984988
86	4.646851224
87	4.640871385
88	4.635187889
89	4.629770102
90	4.624560385
91	4.619364364
92	4.613917536
93	4.609348679
94	4.605028418
95	4.600202874
96	4.595776395
97	4.591631669
98	4.587664205
99	4.583825912
100	4.580003245
101	4.576589504
102	4.572832113
103	4.569272526
104	4.566329813
105	4.563688789
106	4.560871302
107	4.557874773
108	4.55505354
109	4.55232601
110	4.550071522
111	4.547459312
112	4.545028914
113	4.542790512
114	4.540447601
115	4.537824179
116	4.53611807
117	4.534208941
118	4.532293558
119	4.530689841
120	4.529136478
121	4.527431496
122	4.525717935
123	4.524196469
124	4.522645854
125	4.521003836
126	4.519399922
127	4.518188577
128	4.516786177
129	4.515461196
130	4.514173048
131	4.512955288
132	4.511595407
133	4.510566597
134	4.509330909
135	4.508184507
136	4.507186194
137	4.505874906
138	4.504852843
139	4.503986065
140	4.503099688
141	4.502182326
142	4.501306536
143	4.500465775
144	4.499770692
145	4.498960591
146	4.498046807
147	4.497067721
148	4.496369028
149	4.495398101
150	4.494609468
151	4.493824612
152	4.492976587
153	4.492399328
154	4.491754498
155	4.490762502
156	4.490085667
157	4.489527029
158	4.489021169
159	4.488448372
160	4.487865273
161	4.487274121
162	4.486725831
163	4.48613522
164	4.485693554
165	4.485090396
166	4.484586589
167	4.484124471
168	4.483551156
169	4.482705657
170	4.482211363
171	4.481828391
172	4.481384532
173	4.48085817
174	4.480455617
175	4.480107725
176	4.479649601
177	4.47921717
178	4.478626715
179	4.478266781
180	4.477957793
181	4.477509754
182	4.477234893
183	4.476730064
184	4.476421202
185	4.476068096
186	4.47567514
187	4.475189321
188	4.474855775
189	4.474615815
190	4.474340385
191	4.474020887
192	4.473555325
193	4.473228114
194	4.472799216
195	4.472594327
196	4.472375004
197	4.47211616
198	4.471910649
199	4.471551154
200	4.471292084
201	4.471091803
202	4.470591189
203	4.470301848
204	4.470088386
205	4.469742756
206	4.4696156
207	4.469474272
208	4.469041656
209	4.468858212
210	4.468702928
211	4.468536779
212	4.468208324
213	4.468104524
214	4.467978288
215	4.46780615
216	4.467671098
217	4.467528657
218	4.467321362
219	4.467143257
220	4.46697707
221	4.466836526
222	4.466631258
223	4.466244471
224	4.466070744
225	4.465927184
226	4.465542928
227	4.46537869
228	4.465253671
229	4.465034267
230	4.464890096
231	4.464832463
232	4.464657579
233	4.46455707
234	4.464462265
235	4.464141458
236	4.464052103
237	4.463886149
238	4.463792496
239	4.463503334
240	4.463346016
241	4.463265601
242	4.463032453
243	4.462983697
244	4.462862958
245	4.462690697
246	4.462633428
247	4.462492535
248	4.462366818
249	4.462307486
250	4.462195091
251	4.461953594
252	4.461860318
253	4.461775334
254	4.461708295
255	4.461660883
256	4.461643582
257	4.46158412
258	4.461471793
259	4.46143766
260	4.461351319
261	4.461322153
262	4.461231792
263	4.461160454
264	4.461053704
265	4.46095543
266	4.46089027
267	4.460812417
268	4.460773463
269	4.460591902
270	4.460549993
271	4.460517096
272	4.460478313
273	4.460454336
274	4.460401542
275	4.460331426
276	4.460300215
277	4.460210962
278	4.460173694
279	4.460056743
280	4.459916111
281	4.459861013
282	4.459651904
283	4.459544546
284	4.459325147
285	4.45928563
286	4.459225164
287	4.459043778
288	4.458903777
289	4.458877478
290	4.458816727
291	4.458724051
292	4.458698491
293	4.458672843
294	4.458593858
295	4.458405545
296	4.458310207
297	4.458286151
298	4.458197897
299	4.458163202
