week_t-7,is_weekend_t-7,is_holiday_t-7,season_t-7,audio_amp_mean_sum_10_17_t-7,audio_amp_std_sum_10_17_t-7,audio_convo_duration_sum_10_17_t-7,audio_convo_num_sum_10_17_t-7,audio_voice_sum_10_17_t-7,week_t-6,is_weekend_t-6,is_holiday_t-6,season_t-6,audio_amp_mean_sum_10_17_t-6,audio_amp_std_sum_10_17_t-6,audio_convo_duration_sum_10_17_t-6,audio_convo_num_sum_10_17_t-6,audio_voice_sum_10_17_t-6,week_t-5,is_weekend_t-5,is_holiday_t-5,season_t-5,audio_amp_mean_sum_10_17_t-5,audio_amp_std_sum_10_17_t-5,audio_convo_duration_sum_10_17_t-5,audio_convo_num_sum_10_17_t-5,audio_voice_sum_10_17_t-5,week_t-4,is_weekend_t-4,is_holiday_t-4,season_t-4,audio_amp_mean_sum_10_17_t-4,audio_amp_std_sum_10_17_t-4,audio_convo_duration_sum_10_17_t-4,audio_convo_num_sum_10_17_t-4,audio_voice_sum_10_17_t-4,week_t-3,is_weekend_t-3,is_holiday_t-3,season_t-3,audio_amp_mean_sum_10_17_t-3,audio_amp_std_sum_10_17_t-3,audio_convo_duration_sum_10_17_t-3,audio_convo_num_sum_10_17_t-3,audio_voice_sum_10_17_t-3,week_t-2,is_weekend_t-2,is_holiday_t-2,season_t-2,audio_amp_mean_sum_10_17_t-2,audio_amp_std_sum_10_17_t-2,audio_convo_duration_sum_10_17_t-2,audio_convo_num_sum_10_17_t-2,audio_voice_sum_10_17_t-2,week_t-1,is_weekend_t-1,is_holiday_t-1,season_t-1,audio_amp_mean_sum_10_17_t-1,audio_amp_std_sum_10_17_t-1,audio_convo_duration_sum_10_17_t-1,audio_convo_num_sum_10_17_t-1,audio_voice_sum_10_17_t-1,week_t-0,is_weekend_t-0,is_holiday_t-0,season_t-0,audio_amp_mean_sum_10_17_t-0,audio_amp_std_sum_10_17_t-0,audio_convo_duration_sum_10_17_t-0,audio_convo_num_sum_10_17_t-0,audio_voice_sum_10_17_t-0,week_mean,is_weekend_mean,is_holiday_mean,season_mean,audio_amp_mean_sum_10_17_mean,audio_amp_std_sum_10_17_mean,audio_convo_duration_sum_10_17_mean,audio_convo_num_sum_10_17_mean,audio_voice_sum_10_17_mean,week_std,is_weekend_std,is_holiday_std,season_std,audio_amp_mean_sum_10_17_std,audio_amp_std_sum_10_17_std,audio_convo_duration_sum_10_17_std,audio_convo_num_sum_10_17_std,audio_voice_sum_10_17_std,week_skew,is_weekend_skew,is_holiday_skew,season_skew,audio_amp_mean_sum_10_17_skew,audio_amp_std_sum_10_17_skew,audio_convo_duration_sum_10_17_skew,audio_convo_num_sum_10_17_skew,audio_voice_sum_10_17_skew,target
1.0,0.0,0.0,3.0,84626.05056999999,81684.988886,150.0,1.0,0.187621618,2.0,0.0,0.0,3.0,22570.4489996,16567.4440341,0.0,0.0,0.0319967449999999,3.0,0.0,0.0,3.0,27933.970954800003,23588.35323211,80.0,1.0,0.184624584,4.0,0.0,0.0,3.0,48203.321142,43093.5129652,0.0,0.0,0.022281639,5.0,0.0,0.0,3.0,50952.4579929,55392.321844,199.0,2.0,0.374462852,6.0,1.0,0.0,3.0,166059.137783,113062.5858313,139.0,1.0,0.086140313,7.0,1.0,0.0,3.0,56274.045271400006,41676.34660879999,0.0,0.0,0.034889337,1.0,0.0,0.0,3.0,51481.703788,70807.2495993,0.0,0.0,0.003367003,3.625,0.25,0.0,3.0,63512.6420627125,55734.100375101254,71.0,0.625,0.11567301137499998,2.2638462845343543,0.4629100498862757,0.0,0.0,45501.86668718236,31874.982170622487,82.37024428066935,0.7440238091428449,0.12685063815254696,0.22624995586066124,1.4401645996461911,0.0,0.0,1.9539576123265971,0.6541213184625586,0.5022744373594522,0.8237682964911416,1.3682319260525715,3.0
1.0,0.0,0.0,3.0,51481.703788,70807.2495993,0.0,0.0,0.003367003,2.0,0.0,0.0,3.0,19694.5330983,13357.977282,0.0,0.0,0.0,3.0,0.0,0.0,3.0,13018.0349024,14741.2904223,0.0,0.0,0.162518809,4.0,0.0,0.0,3.0,43564.126813,39040.1298927,909.0,2.0,0.446649743,5.0,0.0,0.0,3.0,38632.881972,43188.3077756,0.0,0.0,0.027979906,6.0,1.0,0.0,3.0,176977.787795,97908.229166,2132.0,10.0,1.467416227,7.0,1.0,0.0,3.0,144613.715165,106255.858857,1160.0,4.0,0.804066666,1.0,0.0,1.0,3.0,14165.867391,13115.3987699,0.0,0.0,0.071274194,3.625,0.25,0.125,3.0,62768.581365587495,49801.8052206,525.125,2.0,0.3729090685,2.2638462845343543,0.4629100498862757,0.3535533905932738,0.0,62694.06412825621,37806.563310898724,802.785763540222,3.5456210417116734,0.5236038276705878,0.22624995586066124,1.4401645996461911,2.8284271247461903,0.0,1.312126502352267,0.5573035721671907,1.3759991565338914,2.051185726610059,1.6076434232980448,0.0
4.0,0.0,0.0,3.0,43564.126813,39040.1298927,909.0,2.0,0.446649743,5.0,0.0,0.0,3.0,38632.881972,43188.3077756,0.0,0.0,0.027979906,6.0,1.0,0.0,3.0,176977.787795,97908.229166,2132.0,10.0,1.467416227,7.0,1.0,0.0,3.0,144613.715165,106255.858857,1160.0,4.0,0.804066666,1.0,0.0,1.0,3.0,14165.867391,13115.3987699,0.0,0.0,0.071274194,2.0,0.0,1.0,3.0,18586.2148822,23076.8584221,0.0,0.0,0.019615424,3.0,0.0,1.0,3.0,8561.677679600001,9704.7779629,0.0,0.0,0.0762711859999999,4.0,0.0,1.0,3.0,47963.6806168,53546.282245400005,150.0,2.0,0.153044196,4.0,0.25,0.5,3.0,61633.244039325,48229.48038645,543.875,2.25,0.38328969275,2.0,0.4629100498862757,0.5345224838248488,0.0,63420.680156032,36494.56018325426,790.425281098726,3.453776401067595,0.5154095655027415,0.0,1.4401645996461911,0.0,0.0,1.306094198208665,0.787079201848468,1.3821531279646824,1.9660853434454133,1.64783065273197,0.0
7.0,1.0,0.0,3.0,144613.715165,106255.858857,1160.0,4.0,0.804066666,1.0,0.0,1.0,3.0,14165.867391,13115.3987699,0.0,0.0,0.071274194,2.0,0.0,1.0,3.0,18586.2148822,23076.8584221,0.0,0.0,0.019615424,3.0,0.0,1.0,3.0,8561.677679600001,9704.7779629,0.0,0.0,0.0762711859999999,4.0,0.0,1.0,3.0,47963.6806168,53546.282245400005,150.0,2.0,0.153044196,5.0,0.0,1.0,3.0,357313.39102,158852.665686,5737.0,9.0,1.517740371,6.0,1.0,1.0,3.0,81165.221321,53127.503077,140.0,1.0,0.21622295,7.0,1.0,1.0,3.0,107861.147441,89606.315812,0.0,0.0,0.053343398,4.375,0.375,0.875,3.0,97528.864439575,63410.7076040375,898.375,2.0,0.36394729812499993,2.2638462845343543,0.5175491695067657,0.3535533905932738,0.0,115655.09516909916,51927.00890943771,1994.4296669545836,3.1622776601683795,0.5311309265795479,-0.22624995586066124,0.6440611887195306,-2.8284271247461903,0.0,1.9375204130644514,0.8383040096889662,2.6301452651301673,1.9154367541591326,1.8928548488962,0.0
7.0,1.0,1.0,4.0,22789.0987513,24433.3983524,110.0,2.0,0.159415016,1.0,0.0,1.0,4.0,20253.732128000003,25257.869719,0.0,0.0,0.0275019099999999,2.0,0.0,1.0,4.0,266323.74796000007,123361.88647,3492.0,10.0,1.2427393109999998,3.0,0.0,1.0,4.0,62246.617984,38473.728288,725.0,6.0,0.956079284,4.0,0.0,1.0,4.0,96072.272101,87569.6521839,440.0,4.0,0.4161924809999999,5.0,0.0,0.0,4.0,86785.77203600001,89450.122344,1452.0,7.0,1.145106089,6.0,1.0,0.0,4.0,148172.042867,113638.128901,3399.0,11.0,1.302078093,7.0,1.0,0.0,4.0,69023.502376,56504.384936400005,1630.0,4.0,0.803373423,4.375,0.375,0.625,4.0,96458.34827541251,69836.14639933751,1406.0,5.5,0.7565607008749999,2.2638462845343543,0.5175491695067657,0.5175491695067657,0.0,79981.8578633516,39083.743819164236,1385.0789559753316,3.779644730092272,0.4972618877800324,-0.22624995586066124,0.6440611887195306,-0.6440611887195306,0.0,1.5396240528088165,0.11203194540398763,0.7764130534732012,0.15874507866387544,-0.4584116752793396,-2.0
5.0,0.0,0.0,4.0,206060.85352300003,112843.536894,3663.0,5.0,1.3252797040000002,6.0,1.0,0.0,4.0,102253.774672,61772.203221,695.0,4.0,0.174307931,7.0,1.0,0.0,4.0,86234.208511,102566.9856062,270.0,3.0,0.444490859,1.0,0.0,0.0,4.0,265247.06835,127269.527403,6896.0,10.0,2.0547417830000003,2.0,0.0,0.0,4.0,79202.253572,23704.9198652,150.0,1.0,0.290175392,3.0,0.0,0.0,1.0,84032.479959,46450.9908146,0.0,0.0,0.059039548,4.0,0.0,0.0,1.0,113122.7119,46397.27523,320.0,2.0,0.36479244,5.0,0.0,0.0,1.0,150464.098778,112996.5729214,100.0,1.0,0.059925245,4.125,0.25,0.0,2.875,135827.181158125,79250.251494425,1511.75,3.25,0.5965941127500001,2.03100960115899,0.4629100498862757,0.0,1.5526475085202969,67493.61691705162,39028.77980237481,2489.4091525041495,3.1959796173138706,0.7154659989785469,-0.2238027108715141,1.4401645996461911,0.0,-0.6440611887195306,1.2546886609417087,-0.15287109127927898,1.8902837792935558,1.4835071899625047,1.5900399998311936,-4.0
5.0,0.0,0.0,1.0,58945.382046,29279.914342,0.0,0.0,0.023569024,6.0,1.0,0.0,1.0,254311.214677,100394.08910369998,170.0,3.0,0.1555979209999999,7.0,1.0,0.0,1.0,129135.887605,106585.964855,4569.0,9.0,1.931919942,1.0,0.0,0.0,1.0,64495.89281,65146.55469779999,0.0,0.0,0.068529695,2.0,0.0,0.0,1.0,28084.9519533,13991.07724422,230.0,2.0,0.358390361,3.0,0.0,0.0,1.0,82971.054642,50694.8043506,151.0,1.0,0.2994421439999999,4.0,0.0,0.0,1.0,84761.938779,66867.67593900001,1707.0,5.0,0.78310152,5.0,0.0,0.0,1.0,57149.868558,49234.1247872,620.0,5.0,0.282850899,4.125,0.25,0.0,1.0,94982.02388378751,60274.275664939996,930.875,3.125,0.48792518825,2.03100960115899,0.4629100498862757,0.0,0.0,70645.51843014105,31933.010479707744,1574.1839098856453,3.090885217631258,0.6288959883146671,-0.2238027108715141,1.4401645996461911,0.0,0.0,1.973539188658044,0.193987354182138,2.2324026214170622,0.9282644538652561,2.1507164828766085,9.0
4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4629100498862757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4401645996461911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4629100498862757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4401645996461911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.375,0.375,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.2638462845343543,0.5175491695067657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22624995586066124,0.6440611887195306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
