week_t-7,is_weekend_t-7,is_holiday_t-7,season_t-7,audio_amp_mean_sum_10_17_t-7,audio_amp_std_sum_10_17_t-7,audio_convo_duration_sum_10_17_t-7,audio_convo_num_sum_10_17_t-7,audio_voice_sum_10_17_t-7,week_t-6,is_weekend_t-6,is_holiday_t-6,season_t-6,audio_amp_mean_sum_10_17_t-6,audio_amp_std_sum_10_17_t-6,audio_convo_duration_sum_10_17_t-6,audio_convo_num_sum_10_17_t-6,audio_voice_sum_10_17_t-6,week_t-5,is_weekend_t-5,is_holiday_t-5,season_t-5,audio_amp_mean_sum_10_17_t-5,audio_amp_std_sum_10_17_t-5,audio_convo_duration_sum_10_17_t-5,audio_convo_num_sum_10_17_t-5,audio_voice_sum_10_17_t-5,week_t-4,is_weekend_t-4,is_holiday_t-4,season_t-4,audio_amp_mean_sum_10_17_t-4,audio_amp_std_sum_10_17_t-4,audio_convo_duration_sum_10_17_t-4,audio_convo_num_sum_10_17_t-4,audio_voice_sum_10_17_t-4,week_t-3,is_weekend_t-3,is_holiday_t-3,season_t-3,audio_amp_mean_sum_10_17_t-3,audio_amp_std_sum_10_17_t-3,audio_convo_duration_sum_10_17_t-3,audio_convo_num_sum_10_17_t-3,audio_voice_sum_10_17_t-3,week_t-2,is_weekend_t-2,is_holiday_t-2,season_t-2,audio_amp_mean_sum_10_17_t-2,audio_amp_std_sum_10_17_t-2,audio_convo_duration_sum_10_17_t-2,audio_convo_num_sum_10_17_t-2,audio_voice_sum_10_17_t-2,week_t-1,is_weekend_t-1,is_holiday_t-1,season_t-1,audio_amp_mean_sum_10_17_t-1,audio_amp_std_sum_10_17_t-1,audio_convo_duration_sum_10_17_t-1,audio_convo_num_sum_10_17_t-1,audio_voice_sum_10_17_t-1,week_t-0,is_weekend_t-0,is_holiday_t-0,season_t-0,audio_amp_mean_sum_10_17_t-0,audio_amp_std_sum_10_17_t-0,audio_convo_duration_sum_10_17_t-0,audio_convo_num_sum_10_17_t-0,audio_voice_sum_10_17_t-0,week_mean,is_weekend_mean,is_holiday_mean,season_mean,audio_amp_mean_sum_10_17_mean,audio_amp_std_sum_10_17_mean,audio_convo_duration_sum_10_17_mean,audio_convo_num_sum_10_17_mean,audio_voice_sum_10_17_mean,week_std,is_weekend_std,is_holiday_std,season_std,audio_amp_mean_sum_10_17_std,audio_amp_std_sum_10_17_std,audio_convo_duration_sum_10_17_std,audio_convo_num_sum_10_17_std,audio_voice_sum_10_17_std,week_skew,is_weekend_skew,is_holiday_skew,season_skew,audio_amp_mean_sum_10_17_skew,audio_amp_std_sum_10_17_skew,audio_convo_duration_sum_10_17_skew,audio_convo_num_sum_10_17_skew,audio_voice_sum_10_17_skew,target
1.0,0.0,0.0,3.0,76859.2502667,42516.33792206,0.0,0.0,0.158126721,2.0,0.0,0.0,3.0,71502.42805,60632.4297194,383.0,3.0,0.4447879119999999,3.0,0.0,0.0,3.0,106941.586159,64989.9677465,881.0,2.0,0.433646287,4.0,0.0,0.0,3.0,54422.314666,13949.99071105,171.0,1.0,0.366142496,5.0,0.0,0.0,3.0,104957.319345,61656.75183,301.0,2.0,0.290111723,6.0,1.0,0.0,3.0,220076.35538,122391.161097,4433.0,7.0,1.347911141,7.0,1.0,0.0,3.0,75727.57827600001,32705.03133010001,764.0,6.0,0.94803512,1.0,0.0,0.0,3.0,302683.10425000003,86031.6878864,798.0,6.0,2.211636751,3.625,0.25,0.0,3.0,126646.24204908751,60609.16978031375,966.375,3.375,0.775049768875,2.2638462845343543,0.4629100498862757,0.0,0.0,87754.06913036696,33309.541182719215,1436.4458059987605,2.615202805574687,0.7000479152251142,0.22624995586066124,1.4401645996461911,0.0,0.0,1.5370205429366255,0.6344842012921846,2.554375385757876,0.28453828696747546,1.4796076075451234,3.0
6.0,1.0,0.0,3.0,220076.35538,122391.161097,4433.0,7.0,1.347911141,7.0,1.0,0.0,3.0,75727.57827600001,32705.03133010001,764.0,6.0,0.94803512,1.0,0.0,0.0,3.0,302683.10425000003,86031.6878864,798.0,6.0,2.211636751,2.0,0.0,0.0,3.0,103537.146189,84803.3756885,421.0,3.0,0.597476157,3.0,0.0,0.0,3.0,227918.873558,89025.984526,3310.0,8.0,1.227318993,4.0,0.0,0.0,3.0,123440.153293,71047.86211851,60.0,1.0,0.090825885,5.0,0.0,0.0,3.0,128464.429925,58965.689465778,310.0,3.0,0.1969259549999999,6.0,1.0,0.0,3.0,213719.646055,107922.312838,4346.0,13.0,1.7035385880000002,4.25,0.375,0.0,3.0,174445.91086575,81611.63811878601,1805.25,5.875,1.04045857375,2.1213203435596424,0.5175491695067657,0.0,0.0,77844.1164313083,27918.775559471684,1886.8464052865716,3.720119045714225,0.7327933215098288,-0.31426968052735443,0.6440611887195306,0.0,0.0,0.3508303489326622,-0.37825606772568593,0.6944557086519814,0.7745156236061975,0.1884294864075894,1.0
3.0,0.0,1.0,3.0,120986.010005,77522.03541509999,1012.0,4.0,1.090064743,4.0,0.0,1.0,4.0,127348.6036092,85110.363431466,440.0,3.0,0.6735811380000001,5.0,0.0,1.0,4.0,92663.5064263,79161.75827997501,947.0,3.0,0.522446278,6.0,1.0,1.0,4.0,85821.185261,68114.899336,390.0,4.0,0.65182462,7.0,1.0,1.0,4.0,133103.999304,120221.88739,1413.0,2.0,0.440921181,1.0,0.0,1.0,4.0,79669.7883166,62556.495063,11936.0,7.0,1.2785962270000002,2.0,0.0,1.0,4.0,104903.5270547,89328.9662229,1290.0,5.0,0.6620665050000001,3.0,0.0,1.0,4.0,31195.070064,33522.964683,140.0,2.0,0.160858595,3.875,0.25,1.0,3.875,96961.4612551,76942.42122768013,2196.0,3.75,0.6850449108750001,2.03100960115899,0.4629100498862757,0.0,0.3535533905932738,33029.67314641703,24694.25785948575,3961.163068739137,1.6690459207925603,0.3543431038839323,0.2238027108715141,1.4401645996461911,0.0,-2.8284271247461903,-1.0648535711413591,-0.02527056671403867,2.755625941215649,1.0139371668720092,0.48215450851686725,10.0
3.0,0.0,1.0,4.0,89563.876561,105402.4723385,170.0,1.0,0.180776529,4.0,0.0,1.0,4.0,69280.046973,55886.656266,2208.0,7.0,1.161373184,5.0,0.0,0.0,4.0,93983.078625,91858.064681,1525.0,2.0,0.654908705,6.0,1.0,0.0,4.0,96250.6469628,72738.4985823,2439.0,4.0,1.360128445,7.0,1.0,0.0,4.0,49490.750531,32733.8477969,150.0,1.0,0.265635464,1.0,0.0,0.0,4.0,117567.710106,67622.6103555,410.0,4.0,0.398825588,2.0,0.0,0.0,4.0,88649.04794,72690.09005761301,2330.0,5.0,0.974266519,3.0,0.0,0.0,4.0,69081.29663299999,71039.2674548,140.0,1.0,0.1680002059999999,3.875,0.25,0.25,4.0,84233.30679147498,71246.43844157663,1171.5,3.125,0.64548933,2.03100960115899,0.4629100498862757,0.4629100498862757,0.0,20903.859214600012,21804.657948358123,1058.1865890016074,2.2320714274285347,0.4681443904581684,0.2238027108715141,1.4401645996461911,1.4401645996461911,0.0,-0.1838696232380493,-0.22385190641054306,0.18315761424906854,0.6150160966005989,0.4804085619305962,1.0
6.0,1.0,0.0,1.0,308997.318676,175050.54509700002,3883.0,10.0,2.3358133700000003,7.0,1.0,0.0,1.0,113708.531697,49651.11671992,2870.0,5.0,0.8944664350000001,1.0,0.0,0.0,1.0,73123.95734,41184.9562284,301.0,4.0,0.30039602,2.0,0.0,0.0,1.0,45137.320858,29804.3320279,140.0,1.0,0.081989803,3.0,0.0,0.0,1.0,42569.373,30958.713402647,151.0,2.0,0.183473388,4.0,0.0,0.0,1.0,54813.519733,38801.040711420006,70.0,1.0,0.116964669,5.0,0.0,0.0,1.0,256342.61599,146892.20253465,891.0,3.0,0.527064887,6.0,1.0,0.0,1.0,172981.28820999997,72444.462948,270.0,2.0,0.530820945,4.25,0.375,0.0,1.0,133459.240688,73098.42120874213,1072.0,3.5,0.6213736896250001,2.1213203435596424,0.5175491695067657,0.0,0.0,102645.8884482583,56359.65396440503,1469.9757043667664,2.9760952365713798,0.7436515880468482,-0.31426968052735443,0.6440611887195306,0.0,0.0,0.9110272851031886,1.2978948113571682,1.4660317430923229,1.7342490452445085,2.1563595223960252,-8.0
2.0,0.0,0.0,1.0,45137.320858,29804.3320279,140.0,1.0,0.081989803,3.0,0.0,0.0,1.0,42569.373,30958.713402647,151.0,2.0,0.183473388,4.0,0.0,0.0,1.0,54813.519733,38801.040711420006,70.0,1.0,0.116964669,5.0,0.0,0.0,1.0,256342.61599,146892.20253465,891.0,3.0,0.527064887,6.0,1.0,0.0,1.0,172981.28820999997,72444.462948,270.0,2.0,0.530820945,7.0,1.0,0.0,1.0,145354.584439,111627.308533,210.0,2.0,0.312981089,1.0,0.0,0.0,1.0,126068.176952,117965.293324,3502.0,4.0,1.38109538,2.0,0.0,0.0,1.0,71047.795227,45251.380038400006,310.0,2.0,0.510426715,3.75,0.25,0.0,1.0,114289.334301125,74218.09169000213,693.0,2.125,0.4556021095,2.1213203435596424,0.4629100498862757,0.0,0.0,75650.16119788063,45568.36785478768,1163.5103290105703,0.9910312089651149,0.4172982149017542,0.31426968052735443,1.4401645996461911,0.0,0.0,0.9280769722386224,0.5688939334820818,2.5827308319263937,0.8622790552053495,1.7814699339773172,-1.0
3.0,0.0,0.0,1.0,90287.492144,63202.59834509999,660.0,4.0,0.475872595,4.0,0.0,0.0,1.0,94666.320331,72978.20289100001,4658.0,6.0,1.064159351,5.0,0.0,0.0,1.0,103103.914545,49836.89853599999,1263.0,6.0,0.711475419,6.0,1.0,0.0,1.0,115089.35391,85626.9969261,1661.0,5.0,1.064898377,7.0,1.0,0.0,1.0,145192.039544,72739.79536620798,1417.0,5.0,1.304327852,1.0,0.0,0.0,1.0,103100.182064,73677.95754100001,1339.0,6.0,0.8329183490000001,2.0,0.0,0.0,1.0,81867.982541,62927.9201409,390.0,3.0,0.624322561,3.0,0.0,0.0,1.0,63981.677263,50957.643171,1561.0,3.0,0.299308384,3.875,0.25,0.0,1.0,99661.12029275,66493.50161466349,1618.625,4.75,0.797160361,2.03100960115899,0.4629100498862757,0.0,0.0,24015.489988865083,12195.569015844007,1304.7555805590562,1.2817398889233114,0.3358925928422745,0.2238027108715141,1.4401645996461911,0.0,0.0,0.6345208986859158,-0.05882428237167776,2.166690276492735,-0.4748979550642137,0.03202593144158398,-3.0
3.0,0.0,0.0,1.0,28686.921643,27989.481335903,0.0,0.0,0.004201681,4.0,0.0,0.0,1.0,71006.948893,36233.4358935,280.0,2.0,0.324302696,5.0,0.0,0.0,1.0,39491.978197,16263.8424237,0.0,0.0,0.060750698,6.0,1.0,0.0,1.0,58172.463001,29359.486601900004,0.0,0.0,0.039225858,7.0,1.0,0.0,1.0,158860.55005,73039.49884121999,280.0,3.0,0.378231338,1.0,0.0,0.0,1.0,34922.7673107,36163.465991,0.0,0.0,0.027027027,2.0,0.0,0.0,1.0,152666.36277900002,77808.419172,1193.0,5.0,0.601863134,3.0,0.0,0.0,1.0,194582.195744,134901.10052500002,5014.0,6.0,2.244997429,3.875,0.25,0.0,1.0,92298.7734522125,53969.84134802788,845.875,2.0,0.46007498262499996,2.03100960115899,0.4629100498862757,0.0,0.0,65771.89225459288,39308.00799059641,1731.8944571521342,2.449489742783178,0.7524350360585392,0.2238027108715141,1.4401645996461911,0.0,0.0,0.6306486884584288,1.421604490609347,2.554686244931647,0.777615791359739,2.402118303102675,0.0
3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.875,0.25,0.75,2.0,0.0,0.0,0.0,0.0,0.0,2.03100960115899,0.4629100498862757,0.4629100498862757,0.0,0.0,0.0,0.0,0.0,0.0,0.2238027108715141,1.4401645996461911,-1.4401645996461911,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4629100498862757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4401645996461911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
