iter	Passed	Remaining
0	169	50546
1	196	29320
2	223	22122
3	252	18679
4	278	16445
5	306	15019
6	334	13997
7	363	13268
8	392	12686
9	421	12231
10	449	11803
11	475	11417
12	502	11082
13	531	10860
14	560	10643
15	588	10443
16	617	10274
17	645	10115
18	672	9944
19	697	9769
20	726	9647
21	754	9538
22	782	9425
23	809	9311
24	834	9181
25	862	9091
26	890	9001
27	920	8937
28	947	8858
29	977	8800
30	1004	8719
31	1035	8671
32	1063	8604
33	1091	8541
34	1121	8490
35	1151	8447
36	1182	8401
37	1210	8346
38	1238	8288
39	1269	8248
40	1299	8206
41	1327	8156
42	1356	8105
43	1359	7907
44	1389	7871
45	1416	7820
46	1446	7785
47	1472	7732
48	1503	7703
49	1533	7668
50	1563	7631
51	1591	7591
52	1619	7548
53	1648	7508
54	1676	7466
55	1704	7425
56	1734	7393
57	1763	7356
58	1791	7318
59	1821	7286
60	1852	7256
61	1879	7215
62	1909	7184
63	1939	7150
64	1968	7116
65	1998	7086
66	2027	7050
67	2056	7016
68	2084	6979
69	2111	6938
70	2139	6900
71	2169	6869
72	2197	6834
73	2228	6806
74	2256	6770
75	2284	6732
76	2312	6696
77	2339	6658
78	2366	6621
79	2397	6593
80	2424	6556
81	2453	6522
82	2480	6484
83	2509	6452
84	2537	6417
85	2566	6387
86	2594	6351
87	2623	6319
88	2652	6288
89	2678	6250
90	2708	6220
91	2734	6181
92	2761	6146
93	2787	6109
94	2813	6070
95	2843	6041
96	2869	6005
97	2896	5970
98	2924	5937
99	2954	5909
100	2982	5875
101	3011	5845
102	3040	5814
103	3068	5782
104	3097	5752
105	3126	5721
106	3154	5689
107	3181	5655
108	3208	5621
109	3234	5587
110	3262	5555
111	3289	5522
112	3320	5494
113	3349	5464
114	3376	5431
115	3401	5395
116	3427	5360
117	3455	5329
118	3484	5300
119	3512	5268
120	3541	5239
121	3573	5213
122	3606	5190
123	3633	5157
124	3662	5127
125	3693	5100
126	3721	5069
127	3749	5038
128	3778	5008
129	3805	4976
130	3832	4943
131	3858	4910
132	3889	4883
133	3920	4856
134	3949	4827
135	3979	4798
136	4007	4767
137	4034	4736
138	4063	4706
139	4092	4677
140	4121	4647
141	4150	4617
142	4183	4593
143	4216	4567
144	4244	4537
145	4273	4507
146	4304	4479
147	4331	4448
148	4361	4420
149	4389	4389
150	4420	4361
151	4449	4332
152	4476	4301
153	4506	4272
154	4535	4242
155	4568	4216
156	4597	4187
157	4627	4159
158	4659	4132
159	4690	4104
160	4719	4074
161	4751	4047
162	4784	4021
163	4815	3993
164	4847	3966
165	4878	3938
166	4912	3912
167	4943	3884
168	4972	3854
169	5004	3826
170	5036	3799
171	5066	3770
172	5097	3742
173	5128	3714
174	5158	3684
175	5186	3654
176	5217	3625
177	5245	3595
178	5273	3564
179	5301	3534
180	5332	3505
181	5360	3475
182	5387	3444
183	5415	3414
184	5446	3385
185	5477	3357
186	5505	3326
187	5534	3297
188	5563	3267
189	5589	3236
190	5617	3205
191	5643	3174
192	5674	3146
193	5703	3116
194	5730	3085
195	5757	3054
196	5785	3025
197	5816	2996
198	5847	2968
199	5878	2939
200	5908	2910
201	5939	2881
202	5967	2851
203	5993	2820
204	6022	2790
205	6049	2760
206	6077	2730
207	6104	2700
208	6131	2669
209	6162	2641
210	6190	2611
211	6217	2580
212	6244	2550
213	6271	2520
214	6297	2489
215	6325	2459
216	6355	2431
217	6386	2402
218	6414	2372
219	6443	2343
220	6469	2312
221	6497	2283
222	6527	2253
223	6554	2223
224	6585	2195
225	6613	2165
226	6643	2136
227	6670	2106
228	6696	2076
229	6718	2044
230	6749	2016
231	6778	1986
232	6807	1957
233	6840	1929
234	6872	1900
235	6900	1871
236	6932	1842
237	6960	1813
238	6987	1783
239	7015	1753
240	7047	1725
241	7076	1696
242	7105	1666
243	7133	1637
244	7165	1608
245	7195	1579
246	7225	1550
247	7247	1519
248	7277	1490
249	7309	1461
250	7339	1432
251	7369	1403
252	7399	1374
253	7427	1345
254	7453	1315
255	7477	1285
256	7495	1254
257	7514	1223
258	7545	1194
259	7574	1165
260	7603	1136
261	7625	1105
262	7654	1076
263	7683	1047
264	7713	1018
265	7741	989
266	7769	960
267	7796	930
268	7828	902
269	7857	873
270	7888	844
271	7922	815
272	7953	786
273	7984	757
274	8013	728
275	8042	699
276	8071	670
277	8103	641
278	8135	612
279	8165	583
280	8194	554
281	8220	524
282	8245	495
283	8275	466
284	8304	437
285	8334	407
286	8354	378
287	8371	348
288	8389	319
289	8408	289
290	8426	260
291	8446	231
292	8476	202
293	8495	173
294	8515	144
295	8530	115
296	8547	86
297	8575	57
298	8593	28
299	8611	0
