iter	MAE
0	8.381394296
1	8.182984163
2	7.993067994
3	7.807596466
4	7.629676131
5	7.454871876
6	7.287610054
7	7.122684208
8	6.962858668
9	6.810094816
10	6.664219197
11	6.522360678
12	6.385329394
13	6.252586519
14	6.125913685
15	6.002761924
16	5.882328235
17	5.766898839
18	5.654771924
19	5.548157352
20	5.444732478
21	5.344058065
22	5.245731625
23	5.151193276
24	5.060543641
25	4.971227621
26	4.885433847
27	4.803432272
28	4.724580274
29	4.648876627
30	4.574164561
31	4.501499791
32	4.433672339
33	4.365697983
34	4.301255748
35	4.239764698
36	4.179467203
37	4.120363853
38	4.063269025
39	4.00863435
40	3.956581143
41	3.905681292
42	3.856412372
43	3.809975545
44	3.763765538
45	3.720489399
46	3.678886461
47	3.638200496
48	3.597912079
49	3.559010286
50	3.522574515
51	3.487386265
52	3.452871193
53	3.420653797
54	3.388726288
55	3.359234922
56	3.329803865
57	3.301463564
58	3.27516387
59	3.249234243
60	3.225858589
61	3.20258721
62	3.180416222
63	3.158906693
64	3.137944544
65	3.117917678
66	3.098898723
67	3.08054576
68	3.062318903
69	3.044810605
70	3.02826631
71	3.012742871
72	2.997253055
73	2.982544717
74	2.968662338
75	2.954930115
76	2.941661522
77	2.928774169
78	2.916183154
79	2.904211326
80	2.892998745
81	2.881916218
82	2.870926736
83	2.860481263
84	2.850568427
85	2.841194673
86	2.831819827
87	2.823067754
88	2.814608118
89	2.806695344
90	2.798898006
91	2.790926353
92	2.783802357
93	2.776607476
94	2.769998829
95	2.763657112
96	2.757543318
97	2.751539194
98	2.745354108
99	2.739826877
100	2.734310722
101	2.728588461
102	2.723676386
103	2.719031225
104	2.714174573
105	2.709277092
106	2.704764373
107	2.700403805
108	2.696415854
109	2.692742081
110	2.6889507
111	2.685356126
112	2.682147131
113	2.678854103
114	2.675917998
115	2.673050545
116	2.670085357
117	2.667397216
118	2.66496326
119	2.662506549
120	2.659912546
121	2.657638325
122	2.655419193
123	2.653237024
124	2.651244632
125	2.649128412
126	2.647103915
127	2.645067293
128	2.643293273
129	2.641636268
130	2.639935447
131	2.638391085
132	2.636666578
133	2.635136805
134	2.63364713
135	2.632167326
136	2.63069259
137	2.629324795
138	2.627822958
139	2.62647562
140	2.625323149
141	2.62400868
142	2.622864314
143	2.621579658
144	2.620626619
145	2.619336237
146	2.618182905
147	2.617104029
148	2.616038013
149	2.614854191
150	2.61399282
151	2.613046842
152	2.61212174
153	2.611202327
154	2.610247624
155	2.609541553
156	2.608658122
157	2.607763446
158	2.606969137
159	2.60626803
160	2.605615227
161	2.604906209
162	2.604290538
163	2.603709766
164	2.602969927
165	2.602298659
166	2.601561044
167	2.601127142
168	2.600604196
169	2.599988314
170	2.599487746
171	2.598831502
172	2.598346169
173	2.59788667
174	2.597411201
175	2.596857599
176	2.596423646
177	2.595903561
178	2.595440653
179	2.594900901
180	2.594484996
181	2.594107648
182	2.593618703
183	2.593154739
184	2.592763742
185	2.592233691
186	2.591746728
187	2.591258609
188	2.590901961
189	2.590552654
190	2.590142073
191	2.58986838
192	2.589612525
193	2.589305792
194	2.589028152
195	2.588716927
196	2.588373363
197	2.588041262
198	2.587787532
199	2.587568806
200	2.587296203
201	2.587021121
202	2.58685935
203	2.586569323
204	2.58621539
205	2.585956531
206	2.585760223
207	2.585466976
208	2.585260621
209	2.585127766
210	2.584921996
211	2.584764262
212	2.584590881
213	2.584426504
214	2.584317667
215	2.584176777
216	2.584023023
217	2.583823944
218	2.583678827
219	2.583580151
220	2.58343154
221	2.583269311
222	2.583137136
223	2.583025298
224	2.582894634
225	2.582788715
226	2.582604743
227	2.582524704
228	2.582386817
229	2.582249783
230	2.582143026
231	2.582016042
232	2.581917183
233	2.581818295
234	2.581679314
235	2.581586725
236	2.581497094
237	2.581336035
238	2.58125675
239	2.581159141
240	2.581059694
241	2.580951593
242	2.580841641
243	2.580784334
244	2.580694232
245	2.580638041
246	2.580583351
247	2.580519637
248	2.580452468
249	2.580329164
250	2.580287568
251	2.580235888
252	2.580189156
253	2.580058227
254	2.580010855
255	2.579916872
256	2.579817781
257	2.579700849
258	2.579565937
259	2.57950993
260	2.579401072
261	2.579358341
262	2.579275141
263	2.579210787
264	2.579118486
265	2.579030765
266	2.578908074
267	2.578785275
268	2.578617577
269	2.578473972
270	2.578321287
271	2.578239755
272	2.57817995
273	2.578024862
274	2.57797527
275	2.577900842
276	2.57786747
277	2.577762386
278	2.577691184
279	2.577611578
280	2.577538197
281	2.577429661
282	2.577296619
283	2.577224625
284	2.577102995
285	2.577053133
286	2.577020008
287	2.576965888
288	2.576944732
289	2.576874864
290	2.576759046
291	2.576693601
292	2.576621129
293	2.576521027
294	2.576372559
295	2.576320805
296	2.576232632
297	2.576087139
298	2.575994807
299	2.575928681
